=== Run information ===

Scheme:       weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8 -num-decimal-places 4
Relation:     ring-separable-weka
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    evaluate on training data

=== Classifier model (full training set) ===


Linear Regression Model

output =

      0.0169 * input1 +
      0.4798

Time taken to build model: 0.05 seconds

=== Predictions on training set ===

inst#,actual,predicted,error
4952,0,0.495,0.495
4953,1,0.476,-0.524
4954,1,0.482,-0.518
4955,1,0.488,-0.512
4956,0,0.467,0.467
4957,1,0.479,-0.521
4958,1,0.472,-0.528
4959,1,0.477,-0.523
4960,1,0.473,-0.527
4961,0,0.484,0.484
4962,1,0.485,-0.515
4963,1,0.475,-0.525
4964,1,0.489,-0.511
4965,0,0.464,0.464
4966,0,0.473,0.473
4967,1,0.473,-0.527
4968,1,0.484,-0.516
4969,0,0.478,0.478
4970,0,0.491,0.491
4971,0,0.467,0.467
4972,1,0.48,-0.52
4973,1,0.475,-0.525
4974,0,0.465,0.465
4975,0,0.464,0.464
4976,0,0.466,0.466
4977,1,0.474,-0.526
4978,0,0.493,0.493
4979,0,0.467,0.467
4980,0,0.472,0.472
4981,0,0.464,0.464
4982,1,0.486,-0.514
4983,0,0.492,0.492
4984,1,0.478,-0.522
4985,0,0.49,0.49
4986,1,0.481,-0.519
4987,1,0.475,-0.525
4988,0,0.492,0.492
4989,1,0.472,-0.528
4990,1,0.471,-0.529
4991,0,0.463,0.463
4992,0,0.496,0.496
4993,0,0.464,0.464
4994,0,0.491,0.491
4995,0,0.468,0.468
4996,1,0.476,-0.524
4997,1,0.482,-0.518
4998,0,0.466,0.466
4999,1,0.473,-0.527
5000,1,0.48,-0.52
5001,1,0.482,-0.518
5002,0,0.491,0.491
5003,0,0.464,0.464
5004,1,0.485,-0.515
5005,0,0.496,0.496
5006,0,0.474,0.474
5007,0,0.494,0.494
5008,1,0.49,-0.51
5009,0,0.464,0.464
5010,0,0.465,0.465
5011,0,0.466,0.466
5012,1,0.49,-0.51
5013,1,0.487,-0.513
5014,0,0.495,0.495
5015,1,0.49,-0.51
5016,0,0.495,0.495
5017,0,0.465,0.465
5018,1,0.486,-0.514
5019,0,0.494,0.494
5020,0,0.48,0.48
5021,1,0.483,-0.517
5022,0,0.488,0.488
5023,1,0.488,-0.512
5024,1,0.467,-0.533
5025,0,0.474,0.474
5026,0,0.476,0.476
5027,1,0.486,-0.514
5028,0,0.475,0.475
5029,0,0.467,0.467
5030,1,0.493,-0.507
5031,1,0.486,-0.514
5032,0,0.472,0.472
5033,1,0.488,-0.512
5034,1,0.476,-0.524
5035,0,0.49,0.49
5036,1,0.477,-0.523
5037,0,0.483,0.483
5038,1,0.49,-0.51
5039,1,0.467,-0.533
5040,0,0.482,0.482
5041,1,0.484,-0.516
5042,1,0.487,-0.513
5043,1,0.484,-0.516
5044,1,0.476,-0.524
5045,0,0.476,0.476
5046,0,0.487,0.487
5047,1,0.483,-0.517
5048,0,0.491,0.491
5049,1,0.483,-0.517
5050,0,0.466,0.466
5051,0,0.492,0.492
5052,1,0.481,-0.519
5053,0,0.48,0.48
5054,0,0.494,0.494
5055,0,0.494,0.494
5056,0,0.481,0.481
5057,0,0.464,0.464
5058,1,0.469,-0.531
5059,0,0.467,0.467
5060,0,0.463,0.463
5061,0,0.466,0.466
5062,0,0.464,0.464
5063,1,0.479,-0.521
5064,0,0.495,0.495
5065,0,0.495,0.495
5066,1,0.479,-0.521
5067,0,0.466,0.466
5068,0,0.491,0.491
5069,0,0.479,0.479
5070,0,0.464,0.464
5071,0,0.491,0.491
5072,1,0.491,-0.509
5073,0,0.463,0.463
5074,0,0.464,0.464
5075,0,0.496,0.496
5076,0,0.478,0.478
5077,1,0.491,-0.509
5078,0,0.48,0.48
5079,1,0.488,-0.512
5080,1,0.486,-0.514
5081,1,0.483,-0.517
5082,1,0.489,-0.511
5083,0,0.471,0.471
5084,1,0.472,-0.528
5085,0,0.495,0.495
5086,1,0.483,-0.517
5087,0,0.464,0.464
5088,1,0.477,-0.523
5089,0,0.466,0.466
5090,1,0.482,-0.518
5091,1,0.484,-0.516
5092,1,0.479,-0.521
5093,1,0.489,-0.511
5094,0,0.493,0.493
5095,0,0.494,0.494
5096,0,0.472,0.472
5097,0,0.468,0.468
5098,1,0.48,-0.52
5099,0,0.489,0.489
5100,0,0.468,0.468
5101,0,0.463,0.463
5102,0,0.465,0.465
5103,1,0.47,-0.53
5104,0,0.496,0.496
5105,1,0.489,-0.511
5106,0,0.491,0.491
5107,1,0.469,-0.531
5108,1,0.482,-0.518
5109,0,0.497,0.497
5110,0,0.493,0.493
5111,1,0.49,-0.51
5112,0,0.489,0.489
5113,1,0.48,-0.52
5114,1,0.473,-0.527
5115,1,0.487,-0.513
5116,1,0.488,-0.512
5117,1,0.484,-0.516
5118,0,0.472,0.472
5119,1,0.484,-0.516
5120,0,0.471,0.471
5121,0,0.47,0.47
5122,0,0.49,0.49
5123,1,0.478,-0.522
5124,0,0.469,0.469
5125,1,0.475,-0.525
5126,1,0.476,-0.524
5127,1,0.472,-0.528
5128,1,0.487,-0.513
5129,0,0.486,0.486
5130,1,0.484,-0.516
5131,1,0.479,-0.521
5132,0,0.483,0.483
5133,1,0.476,-0.524
5134,0,0.463,0.463
5135,0,0.488,0.488
5136,1,0.478,-0.522
5137,0,0.465,0.465
5138,1,0.493,-0.507
5139,1,0.48,-0.52
5140,1,0.473,-0.527
5141,0,0.494,0.494
5142,1,0.473,-0.527
5143,1,0.482,-0.518
5144,1,0.48,-0.52
5145,0,0.471,0.471
5146,0,0.496,0.496
5147,1,0.473,-0.527
5148,1,0.47,-0.53
5149,1,0.492,-0.508
5150,1,0.488,-0.512
5151,1,0.487,-0.513
5152,0,0.488,0.488
5153,0,0.495,0.495
5154,1,0.485,-0.515
5155,1,0.489,-0.511
5156,0,0.47,0.47
5157,0,0.466,0.466
5158,1,0.493,-0.507
5159,1,0.481,-0.519
5160,0,0.466,0.466
5161,0,0.486,0.486
5162,0,0.495,0.495
5163,0,0.496,0.496
5164,1,0.474,-0.526
5165,0,0.496,0.496
5166,0,0.48,0.48
5167,0,0.479,0.479
5168,1,0.482,-0.518
5169,0,0.495,0.495
5170,0,0.469,0.469
5171,0,0.467,0.467
5172,1,0.477,-0.523
5173,0,0.495,0.495
5174,1,0.488,-0.512
5175,0,0.465,0.465
5176,1,0.476,-0.524
5177,1,0.488,-0.512
5178,0,0.496,0.496
5179,0,0.481,0.481
5180,0,0.47,0.47
5181,0,0.47,0.47
5182,0,0.487,0.487
5183,1,0.469,-0.531
5184,0,0.495,0.495
5185,1,0.474,-0.526
5186,1,0.477,-0.523
5187,0,0.466,0.466
5188,1,0.473,-0.527
5189,0,0.468,0.468
5190,1,0.476,-0.524
5191,0,0.467,0.467
5192,0,0.486,0.486
5193,1,0.474,-0.526
5194,0,0.485,0.485
5195,0,0.471,0.471
5196,1,0.477,-0.523
5197,1,0.47,-0.53
5198,0,0.484,0.484
5199,0,0.478,0.478
5200,1,0.476,-0.524
5201,0,0.487,0.487
5202,0,0.487,0.487
5203,1,0.487,-0.513
5204,1,0.48,-0.52
5205,1,0.481,-0.519
5206,1,0.483,-0.517
5207,1,0.488,-0.512
5208,1,0.488,-0.512
5209,1,0.476,-0.524
5210,1,0.471,-0.529
5211,0,0.482,0.482
5212,1,0.482,-0.518
5213,1,0.47,-0.53
5214,1,0.47,-0.53
5215,1,0.486,-0.514
5216,1,0.488,-0.512
5217,1,0.489,-0.511
5218,0,0.49,0.49
5219,0,0.477,0.477
5220,0,0.486,0.486
5221,0,0.494,0.494
5222,0,0.466,0.466
5223,1,0.481,-0.519
5224,0,0.496,0.496
5225,0,0.494,0.494
5226,0,0.469,0.469
5227,0,0.466,0.466
5228,0,0.463,0.463
5229,0,0.471,0.471
5230,0,0.479,0.479
5231,0,0.482,0.482
5232,0,0.466,0.466
5233,0,0.493,0.493
5234,1,0.485,-0.515
5235,0,0.494,0.494
5236,0,0.476,0.476
5237,1,0.485,-0.515
5238,0,0.496,0.496
5239,1,0.488,-0.512
5240,1,0.484,-0.516
5241,1,0.477,-0.523
5242,1,0.491,-0.509
5243,1,0.491,-0.509
5244,0,0.48,0.48
5245,0,0.496,0.496
5246,0,0.492,0.492
5247,0,0.481,0.481
5248,0,0.481,0.481
5249,1,0.491,-0.509
5250,1,0.475,-0.525
5251,1,0.484,-0.516
5252,1,0.489,-0.511
5253,1,0.476,-0.524
5254,0,0.493,0.493
5255,0,0.491,0.491
5256,0,0.466,0.466
5257,1,0.476,-0.524
5258,0,0.466,0.466
5259,1,0.482,-0.518
5260,1,0.477,-0.523
5261,1,0.492,-0.508
5262,1,0.475,-0.525
5263,0,0.494,0.494
5264,0,0.483,0.483
5265,1,0.487,-0.513
5266,1,0.49,-0.51
5267,0,0.49,0.49
5268,1,0.486,-0.514
5269,0,0.464,0.464
5270,1,0.488,-0.512
5271,0,0.495,0.495
5272,0,0.496,0.496
5273,1,0.469,-0.531
5274,1,0.486,-0.514
5275,0,0.463,0.463
5276,0,0.464,0.464
5277,1,0.476,-0.524
5278,0,0.467,0.467
5279,0,0.47,0.47
5280,0,0.464,0.464
5281,0,0.495,0.495
5282,0,0.493,0.493
5283,1,0.472,-0.528
5284,0,0.471,0.471
5285,0,0.491,0.491
5286,0,0.478,0.478
5287,0,0.465,0.465
5288,0,0.487,0.487
5289,1,0.471,-0.529
5290,0,0.486,0.486
5291,1,0.485,-0.515
5292,1,0.48,-0.52
5293,1,0.488,-0.512
5294,1,0.489,-0.511
5295,0,0.49,0.49
5296,0,0.476,0.476
5297,1,0.493,-0.507
5298,1,0.49,-0.51
5299,1,0.478,-0.522
5300,0,0.493,0.493
5301,1,0.468,-0.532
5302,0,0.478,0.478
5303,0,0.469,0.469
5304,0,0.482,0.482
5305,0,0.483,0.483
5306,1,0.481,-0.519
5307,1,0.488,-0.512
5308,0,0.467,0.467
5309,0,0.47,0.47
5310,0,0.467,0.467
5311,1,0.493,-0.507
5312,0,0.484,0.484
5313,1,0.488,-0.512
5314,0,0.468,0.468
5315,1,0.491,-0.509
5316,1,0.47,-0.53
5317,0,0.478,0.478
5318,0,0.495,0.495
5319,0,0.476,0.476
5320,1,0.47,-0.53
5321,0,0.495,0.495
5322,0,0.47,0.47
5323,0,0.491,0.491
5324,0,0.494,0.494
5325,0,0.485,0.485
5326,0,0.495,0.495
5327,0,0.494,0.494
5328,1,0.489,-0.511
5329,1,0.489,-0.511
5330,0,0.495,0.495
5331,0,0.466,0.466
5332,0,0.494,0.494
5333,0,0.497,0.497
5334,0,0.482,0.482
5335,0,0.491,0.491
5336,0,0.495,0.495
5337,1,0.481,-0.519
5338,1,0.479,-0.521
5339,0,0.494,0.494
5340,1,0.489,-0.511
5341,1,0.473,-0.527
5342,1,0.474,-0.526
5343,0,0.477,0.477
5344,1,0.482,-0.518
5345,0,0.463,0.463
5346,1,0.482,-0.518
5347,0,0.496,0.496
5348,1,0.482,-0.518
5349,0,0.493,0.493
5350,1,0.474,-0.526
5351,1,0.487,-0.513
5352,0,0.483,0.483
5353,1,0.473,-0.527
5354,0,0.495,0.495
5355,1,0.47,-0.53
5356,0,0.465,0.465
5357,0,0.475,0.475
5358,0,0.493,0.493
5359,0,0.482,0.482
5360,0,0.496,0.496
5361,1,0.485,-0.515
5362,0,0.471,0.471
5363,0,0.486,0.486
5364,0,0.494,0.494
5365,1,0.488,-0.512
5366,1,0.474,-0.526
5367,1,0.49,-0.51
5368,1,0.473,-0.527
5369,1,0.469,-0.531
5370,1,0.479,-0.521
5371,0,0.488,0.488
5372,1,0.476,-0.524
5373,1,0.487,-0.513
5374,0,0.497,0.497
5375,1,0.49,-0.51
5376,1,0.476,-0.524
5377,1,0.469,-0.531
5378,1,0.486,-0.514
5379,0,0.476,0.476
5380,1,0.484,-0.516
5381,1,0.486,-0.514
5382,0,0.464,0.464
5383,1,0.479,-0.521
5384,0,0.464,0.464
5385,1,0.488,-0.512
5386,1,0.491,-0.509
5387,0,0.49,0.49
5388,0,0.494,0.494
5389,1,0.47,-0.53
5390,1,0.49,-0.51
5391,1,0.47,-0.53
5392,0,0.494,0.494
5393,0,0.474,0.474
5394,1,0.493,-0.507
5395,0,0.493,0.493
5396,0,0.482,0.482
5397,0,0.496,0.496
5398,0,0.464,0.464
5399,1,0.474,-0.526
5400,1,0.481,-0.519
5401,0,0.471,0.471
5402,1,0.491,-0.509
5403,1,0.472,-0.528
5404,0,0.465,0.465
5405,0,0.496,0.496
5406,1,0.486,-0.514
5407,0,0.466,0.466
5408,0,0.486,0.486
5409,1,0.474,-0.526
5410,1,0.488,-0.512
5411,1,0.488,-0.512
5412,0,0.471,0.471
5413,0,0.487,0.487
5414,1,0.47,-0.53
5415,1,0.468,-0.532
5416,1,0.477,-0.523
5417,0,0.489,0.489
5418,0,0.48,0.48
5419,0,0.468,0.468
5420,0,0.48,0.48
5421,0,0.466,0.466
5422,0,0.494,0.494
5423,0,0.482,0.482
5424,1,0.488,-0.512
5425,0,0.467,0.467
5426,1,0.483,-0.517
5427,0,0.468,0.468
5428,0,0.472,0.472
5429,0,0.468,0.468
5430,1,0.48,-0.52
5431,0,0.465,0.465
5432,1,0.479,-0.521
5433,0,0.464,0.464
5434,1,0.468,-0.532
5435,1,0.48,-0.52
5436,1,0.482,-0.518
5437,1,0.489,-0.511
5438,0,0.486,0.486
5439,1,0.488,-0.512
5440,1,0.492,-0.508
5441,0,0.491,0.491
5442,1,0.477,-0.523
5443,0,0.464,0.464
5444,1,0.483,-0.517
5445,0,0.492,0.492
5446,1,0.488,-0.512
5447,0,0.467,0.467
5448,0,0.496,0.496
5449,0,0.494,0.494
5450,1,0.473,-0.527
5451,1,0.467,-0.533
5452,0,0.495,0.495
5453,1,0.468,-0.532
5454,1,0.48,-0.52
5455,1,0.478,-0.522
5456,1,0.484,-0.516
5457,1,0.476,-0.524
5458,1,0.48,-0.52
5459,0,0.464,0.464
5460,0,0.469,0.469
5461,0,0.492,0.492
5462,0,0.491,0.491
5463,0,0.475,0.475
5464,0,0.467,0.467
5465,1,0.487,-0.513
5466,0,0.467,0.467
5467,1,0.483,-0.517
5468,0,0.485,0.485
5469,0,0.495,0.495
5470,0,0.496,0.496
5471,1,0.477,-0.523
5472,0,0.468,0.468
5473,0,0.466,0.466
5474,0,0.475,0.475
5475,1,0.478,-0.522
5476,0,0.468,0.468
5477,1,0.491,-0.509
5478,1,0.468,-0.532
5479,1,0.48,-0.52
5480,0,0.47,0.47
5481,0,0.493,0.493
5482,0,0.468,0.468
5483,1,0.485,-0.515
5484,0,0.494,0.494
5485,0,0.495,0.495
5486,1,0.486,-0.514
5487,0,0.47,0.47
5488,1,0.49,-0.51
5489,0,0.489,0.489
5490,1,0.479,-0.521
5491,1,0.491,-0.509
5492,1,0.474,-0.526
5493,1,0.49,-0.51
5494,1,0.485,-0.515
5495,1,0.477,-0.523
5496,0,0.495,0.495
5497,0,0.471,0.471
5498,0,0.469,0.469
5499,1,0.468,-0.532
5500,0,0.486,0.486
5501,1,0.481,-0.519
5502,1,0.468,-0.532
5503,0,0.495,0.495
5504,0,0.494,0.494
5505,0,0.494,0.494
5506,1,0.478,-0.522
5507,0,0.474,0.474
5508,1,0.471,-0.529
5509,0,0.48,0.48
5510,0,0.483,0.483
5511,0,0.497,0.497
5512,0,0.48,0.48
5513,1,0.482,-0.518
5514,1,0.48,-0.52
5515,0,0.491,0.491
5516,0,0.468,0.468
5517,0,0.479,0.479
5518,0,0.491,0.491
5519,0,0.486,0.486
5520,1,0.48,-0.52
5521,1,0.483,-0.517
5522,1,0.469,-0.531
5523,1,0.473,-0.527
5524,1,0.487,-0.513
5525,0,0.481,0.481
5526,0,0.497,0.497
5527,1,0.471,-0.529
5528,0,0.496,0.496
5529,0,0.487,0.487
5530,1,0.479,-0.521
5531,0,0.465,0.465
5532,1,0.489,-0.511
5533,0,0.464,0.464
5534,0,0.482,0.482
5535,0,0.489,0.489
5536,0,0.49,0.49
5537,0,0.496,0.496
5538,1,0.492,-0.508
5539,1,0.487,-0.513
5540,0,0.494,0.494
5541,1,0.478,-0.522
5542,0,0.494,0.494
5543,1,0.485,-0.515
5544,0,0.466,0.466
5545,0,0.479,0.479
5546,0,0.489,0.489
5547,0,0.497,0.497
5548,1,0.469,-0.531
5549,1,0.487,-0.513
5550,1,0.489,-0.511
5551,0,0.486,0.486
5552,0,0.482,0.482
5553,1,0.478,-0.522
5554,0,0.489,0.489
5555,1,0.489,-0.511
5556,0,0.465,0.465
5557,1,0.491,-0.509
5558,1,0.473,-0.527
5559,0,0.473,0.473
5560,1,0.486,-0.514
5561,0,0.465,0.465
5562,1,0.491,-0.509
5563,0,0.479,0.479
5564,0,0.491,0.491
5565,0,0.487,0.487
5566,1,0.488,-0.512
5567,1,0.468,-0.532
5568,0,0.474,0.474
5569,0,0.491,0.491
5570,0,0.482,0.482
5571,0,0.466,0.466
5572,1,0.483,-0.517
5573,1,0.491,-0.509
5574,1,0.475,-0.525
5575,0,0.466,0.466
5576,0,0.463,0.463
5577,0,0.466,0.466
5578,1,0.483,-0.517
5579,0,0.466,0.466
5580,1,0.492,-0.508
5581,1,0.47,-0.53
5582,0,0.493,0.493
5583,1,0.476,-0.524
5584,1,0.489,-0.511
5585,1,0.478,-0.522
5586,0,0.475,0.475
5587,0,0.488,0.488
5588,0,0.494,0.494
5589,1,0.491,-0.509
5590,1,0.486,-0.514
5591,1,0.488,-0.512
5592,0,0.491,0.491
5593,1,0.484,-0.516
5594,0,0.488,0.488
5595,1,0.492,-0.508
5596,0,0.473,0.473
5597,0,0.465,0.465
5598,1,0.478,-0.522
5599,1,0.482,-0.518
5600,0,0.491,0.491
5601,1,0.485,-0.515
5602,0,0.494,0.494
5603,1,0.484,-0.516
5604,0,0.467,0.467
5605,1,0.483,-0.517
5606,0,0.495,0.495
5607,1,0.476,-0.524
5608,0,0.486,0.486
5609,1,0.476,-0.524
5610,0,0.477,0.477
5611,0,0.493,0.493
5612,1,0.482,-0.518
5613,0,0.485,0.485
5614,1,0.491,-0.509
5615,1,0.483,-0.517
5616,1,0.487,-0.513
5617,0,0.493,0.493
5618,1,0.485,-0.515
5619,0,0.481,0.481
5620,0,0.491,0.491
5621,1,0.492,-0.508
5622,1,0.473,-0.527
5623,0,0.474,0.474
5624,0,0.479,0.479
5625,1,0.47,-0.53
5626,0,0.49,0.49
5627,1,0.471,-0.529
5628,1,0.471,-0.529
5629,1,0.471,-0.529
5630,0,0.492,0.492
5631,0,0.466,0.466
5632,0,0.492,0.492
5633,0,0.494,0.494
5634,0,0.495,0.495
5635,0,0.491,0.491
5636,1,0.475,-0.525
5637,0,0.464,0.464
5638,1,0.484,-0.516
5639,1,0.476,-0.524
5640,0,0.468,0.468
5641,1,0.474,-0.526
5642,1,0.479,-0.521
5643,1,0.481,-0.519
5644,1,0.47,-0.53
5645,1,0.472,-0.528
5646,1,0.472,-0.528
5647,1,0.491,-0.509
5648,1,0.473,-0.527
5649,1,0.475,-0.525
5650,0,0.495,0.495
5651,0,0.471,0.471
5652,1,0.488,-0.512
5653,0,0.482,0.482
5654,0,0.494,0.494
5655,0,0.496,0.496
5656,1,0.475,-0.525
5657,1,0.473,-0.527
5658,1,0.473,-0.527
5659,1,0.48,-0.52
5660,1,0.481,-0.519
5661,0,0.476,0.476
5662,0,0.475,0.475
5663,0,0.467,0.467
5664,0,0.491,0.491
5665,1,0.485,-0.515
5666,1,0.485,-0.515
5667,1,0.486,-0.514
5668,0,0.486,0.486
5669,0,0.465,0.465
5670,0,0.464,0.464
5671,0,0.488,0.488
5672,0,0.467,0.467
5673,1,0.472,-0.528
5674,0,0.478,0.478
5675,1,0.484,-0.516
5676,1,0.484,-0.516
5677,0,0.472,0.472
5678,1,0.473,-0.527
5679,1,0.477,-0.523
5680,0,0.487,0.487
5681,0,0.47,0.47
5682,0,0.477,0.477
5683,0,0.492,0.492
5684,0,0.477,0.477
5685,1,0.48,-0.52
5686,1,0.49,-0.51
5687,0,0.466,0.466
5688,1,0.47,-0.53
5689,1,0.476,-0.524
5690,0,0.47,0.47
5691,0,0.489,0.489
5692,1,0.489,-0.511
5693,1,0.475,-0.525
5694,0,0.469,0.469
5695,0,0.471,0.471
5696,1,0.484,-0.516
5697,1,0.488,-0.512
5698,0,0.493,0.493
5699,1,0.476,-0.524
5700,0,0.47,0.47
5701,0,0.466,0.466
5702,0,0.495,0.495
5703,0,0.467,0.467
5704,0,0.49,0.49
5705,0,0.465,0.465
5706,1,0.488,-0.512
5707,0,0.479,0.479
5708,0,0.492,0.492
5709,0,0.466,0.466
5710,1,0.477,-0.523
5711,1,0.471,-0.529
5712,0,0.494,0.494
5713,1,0.469,-0.531
5714,1,0.474,-0.526
5715,0,0.481,0.481
5716,0,0.466,0.466
5717,1,0.488,-0.512
5718,1,0.474,-0.526
5719,1,0.468,-0.532
5720,0,0.493,0.493
5721,1,0.479,-0.521
5722,0,0.471,0.471
5723,0,0.464,0.464
5724,0,0.471,0.471
5725,1,0.49,-0.51
5726,1,0.468,-0.532
5727,0,0.47,0.47
5728,1,0.476,-0.524
5729,0,0.496,0.496
5730,0,0.479,0.479
5731,1,0.467,-0.533
5732,1,0.484,-0.516
5733,1,0.481,-0.519
5734,1,0.471,-0.529
5735,0,0.487,0.487
5736,1,0.483,-0.517
5737,0,0.494,0.494
5738,0,0.481,0.481
5739,0,0.464,0.464
5740,0,0.467,0.467
5741,0,0.49,0.49
5742,1,0.481,-0.519
5743,0,0.486,0.486
5744,0,0.496,0.496
5745,1,0.489,-0.511
5746,0,0.485,0.485
5747,1,0.489,-0.511
5748,0,0.473,0.473
5749,1,0.476,-0.524
5750,1,0.493,-0.507
5751,0,0.496,0.496
5752,0,0.494,0.494
5753,1,0.473,-0.527
5754,1,0.484,-0.516
5755,0,0.491,0.491
5756,1,0.484,-0.516
5757,1,0.477,-0.523
5758,0,0.493,0.493
5759,0,0.485,0.485
5760,0,0.465,0.465
5761,1,0.476,-0.524
5762,0,0.489,0.489
5763,1,0.489,-0.511
5764,0,0.486,0.486
5765,1,0.473,-0.527
5766,0,0.466,0.466
5767,0,0.493,0.493
5768,1,0.48,-0.52
5769,1,0.493,-0.507
5770,0,0.464,0.464
5771,1,0.481,-0.519
5772,1,0.472,-0.528
5773,1,0.484,-0.516
5774,1,0.491,-0.509
5775,1,0.488,-0.512
5776,0,0.48,0.48
5777,0,0.463,0.463
5778,0,0.463,0.463
5779,0,0.467,0.467
5780,1,0.487,-0.513
5781,0,0.468,0.468
5782,1,0.486,-0.514
5783,0,0.491,0.491
5784,0,0.489,0.489
5785,1,0.479,-0.521
5786,0,0.482,0.482
5787,0,0.489,0.489
5788,1,0.482,-0.518
5789,0,0.47,0.47
5790,0,0.47,0.47
5791,0,0.479,0.479
5792,1,0.489,-0.511
5793,1,0.49,-0.51
5794,1,0.484,-0.516
5795,0,0.473,0.473
5796,0,0.48,0.48
5797,1,0.474,-0.526
5798,1,0.483,-0.517
5799,1,0.47,-0.53
5800,1,0.49,-0.51
5801,0,0.496,0.496
5802,1,0.488,-0.512
5803,0,0.471,0.471
5804,0,0.469,0.469
5805,1,0.484,-0.516
5806,1,0.476,-0.524
5807,1,0.484,-0.516
5808,0,0.47,0.47
5809,1,0.483,-0.517
5810,0,0.468,0.468
5811,0,0.473,0.473
5812,0,0.466,0.466
5813,1,0.489,-0.511
5814,1,0.472,-0.528
5815,1,0.484,-0.516
5816,0,0.464,0.464
5817,0,0.469,0.469
5818,0,0.464,0.464
5819,0,0.485,0.485
5820,1,0.484,-0.516
5821,0,0.491,0.491
5822,0,0.496,0.496
5823,0,0.489,0.489
5824,1,0.488,-0.512
5825,0,0.474,0.474
5826,1,0.474,-0.526
5827,0,0.464,0.464
5828,1,0.474,-0.526
5829,1,0.479,-0.521
5830,1,0.478,-0.522
5831,1,0.484,-0.516
5832,0,0.481,0.481
5833,1,0.484,-0.516
5834,1,0.475,-0.525
5835,0,0.492,0.492
5836,1,0.482,-0.518
5837,0,0.47,0.47
5838,1,0.476,-0.524
5839,0,0.486,0.486
5840,0,0.485,0.485
5841,1,0.477,-0.523
5842,0,0.469,0.469
5843,0,0.48,0.48
5844,0,0.496,0.496
5845,1,0.475,-0.525
5846,0,0.495,0.495
5847,1,0.477,-0.523
5848,1,0.472,-0.528
5849,0,0.496,0.496
5850,0,0.493,0.493
5851,0,0.495,0.495
5852,1,0.487,-0.513
5853,0,0.467,0.467
5854,0,0.482,0.482
5855,1,0.469,-0.531
5856,1,0.473,-0.527
5857,0,0.491,0.491
5858,0,0.49,0.49
5859,1,0.477,-0.523
5860,1,0.481,-0.519
5861,1,0.473,-0.527
5862,1,0.472,-0.528
5863,0,0.492,0.492
5864,0,0.496,0.496
5865,0,0.468,0.468
5866,1,0.48,-0.52
5867,0,0.472,0.472
5868,1,0.484,-0.516
5869,0,0.486,0.486
5870,0,0.483,0.483
5871,0,0.482,0.482
5872,0,0.47,0.47
5873,1,0.475,-0.525
5874,0,0.482,0.482
5875,0,0.485,0.485
5876,0,0.476,0.476
5877,1,0.476,-0.524
5878,1,0.481,-0.519
5879,0,0.464,0.464
5880,1,0.483,-0.517
5881,0,0.494,0.494
5882,0,0.477,0.477
5883,1,0.488,-0.512
5884,0,0.492,0.492
5885,1,0.485,-0.515
5886,0,0.47,0.47
5887,1,0.471,-0.529
5888,0,0.482,0.482
5889,1,0.478,-0.522
5890,0,0.465,0.465
5891,0,0.468,0.468
5892,0,0.467,0.467
5893,1,0.483,-0.517
5894,1,0.483,-0.517
5895,0,0.464,0.464
5896,0,0.482,0.482
5897,0,0.493,0.493
5898,0,0.464,0.464
5899,0,0.485,0.485
5900,1,0.475,-0.525
5901,0,0.493,0.493
5902,1,0.471,-0.529
5903,1,0.472,-0.528
5904,1,0.488,-0.512
5905,0,0.468,0.468
5906,1,0.491,-0.509
5907,1,0.488,-0.512
5908,1,0.49,-0.51
5909,1,0.476,-0.524
5910,1,0.467,-0.533
5911,0,0.488,0.488
5912,1,0.483,-0.517
5913,1,0.491,-0.509
5914,0,0.471,0.471
5915,1,0.488,-0.512
5916,1,0.479,-0.521
5917,1,0.484,-0.516
5918,1,0.47,-0.53
5919,0,0.487,0.487
5920,1,0.482,-0.518
5921,1,0.489,-0.511
5922,1,0.474,-0.526
5923,1,0.486,-0.514
5924,1,0.471,-0.529
5925,1,0.478,-0.522
5926,0,0.496,0.496
5927,1,0.485,-0.515
5928,1,0.483,-0.517
5929,0,0.484,0.484
5930,1,0.467,-0.533
5931,1,0.483,-0.517
5932,1,0.474,-0.526
5933,0,0.492,0.492
5934,1,0.47,-0.53
5935,1,0.471,-0.529
5936,0,0.467,0.467
5937,1,0.478,-0.522
5938,1,0.471,-0.529
5939,1,0.478,-0.522
5940,0,0.484,0.484
5941,0,0.478,0.478
5942,0,0.466,0.466
5943,1,0.48,-0.52
5944,0,0.479,0.479
5945,0,0.465,0.465
5946,1,0.489,-0.511
5947,0,0.474,0.474
5948,0,0.49,0.49
5949,1,0.475,-0.525
5950,1,0.477,-0.523
5951,0,0.488,0.488
5952,1,0.476,-0.524
5953,0,0.484,0.484
5954,1,0.487,-0.513
5955,0,0.496,0.496
5956,1,0.474,-0.526
5957,1,0.478,-0.522
5958,0,0.463,0.463
5959,1,0.471,-0.529
5960,0,0.492,0.492
5961,0,0.466,0.466
5962,1,0.485,-0.515
5963,1,0.479,-0.521
5964,0,0.494,0.494
5965,0,0.479,0.479
5966,1,0.483,-0.517
5967,0,0.48,0.48
5968,0,0.467,0.467
5969,0,0.468,0.468
5970,0,0.496,0.496
5971,0,0.492,0.492
5972,0,0.494,0.494
5973,0,0.472,0.472
5974,0,0.493,0.493
5975,0,0.477,0.477
