=== Run information ===

Scheme:       weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8 -num-decimal-places 4
Relation:     ring-merged-weka
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===


Linear Regression Model

output =

      0.0212 * input1 +
      0.4486

Time taken to build model: 0.02 seconds

=== Predictions on test set ===

inst#,actual,predicted,error
5044,0,0.458,0.458
5045,0,0.447,0.447
5046,1,0.445,-0.555
5047,1,0.446,-0.554
5048,1,0.453,-0.547
5049,0,0.438,0.438
5050,0,0.465,0.465
5051,1,0.444,-0.556
5052,1,0.447,-0.553
5053,0,0.448,0.448
5054,1,0.444,-0.556
5055,1,0.463,-0.537
5056,0,0.469,0.469
5057,0,0.449,0.449
5058,1,0.452,-0.548
5059,0,0.438,0.438
5060,1,0.461,-0.539
5061,0,0.469,0.469
5062,0,0.432,0.432
5063,0,0.467,0.467
5064,1,0.446,-0.554
5065,1,0.446,-0.554
5066,0,0.432,0.432
5067,0,0.448,0.448
5068,1,0.451,-0.549
5069,0,0.439,0.439
5070,0,0.468,0.468
5071,0,0.437,0.437
5072,0,0.446,0.446
5073,0,0.469,0.469
5074,1,0.439,-0.561
5075,0,0.469,0.469
5076,0,0.45,0.45
5077,1,0.464,-0.536
5078,0,0.457,0.457
5079,1,0.441,-0.559
5080,1,0.44,-0.56
5081,1,0.433,-0.567
5082,0,0.438,0.438
5083,0,0.447,0.447
5084,0,0.446,0.446
5085,0,0.448,0.448
5086,0,0.428,0.428
5087,0,0.435,0.435
5088,0,0.429,0.429
5089,1,0.445,-0.555
5090,1,0.439,-0.561
5091,1,0.441,-0.559
5092,0,0.43,0.43
5093,1,0.465,-0.535
5094,1,0.437,-0.563
5095,0,0.437,0.437
5096,1,0.437,-0.563
5097,1,0.46,-0.54
5098,0,0.448,0.448
5099,0,0.448,0.448
5100,1,0.437,-0.563
5101,0,0.464,0.464
5102,0,0.464,0.464
5103,0,0.469,0.469
5104,0,0.436,0.436
5105,1,0.443,-0.557
5106,0,0.445,0.445
5107,0,0.43,0.43
5108,0,0.428,0.428
5109,1,0.446,-0.554
5110,1,0.447,-0.553
5111,0,0.455,0.455
5112,0,0.431,0.431
5113,1,0.465,-0.535
5114,0,0.44,0.44
5115,1,0.441,-0.559
5116,1,0.444,-0.556
5117,1,0.44,-0.56
5118,0,0.448,0.448
5119,0,0.459,0.459
5120,0,0.458,0.458
5121,0,0.437,0.437
5122,0,0.434,0.434
5123,1,0.436,-0.564
5124,0,0.442,0.442
5125,1,0.448,-0.552
5126,1,0.449,-0.551
5127,0,0.452,0.452
5128,1,0.455,-0.545
5129,0,0.428,0.428
5130,0,0.452,0.452
5131,1,0.452,-0.548
5132,0,0.463,0.463
5133,1,0.434,-0.566
5134,1,0.463,-0.537
5135,1,0.457,-0.543
5136,0,0.428,0.428
5137,1,0.455,-0.545
5138,0,0.469,0.469
5139,0,0.444,0.444
5140,0,0.467,0.467
5141,0,0.428,0.428
5142,0,0.438,0.438
5143,0,0.463,0.463
5144,1,0.451,-0.549
5145,1,0.437,-0.563
5146,0,0.445,0.445
5147,1,0.454,-0.546
5148,1,0.439,-0.561
5149,0,0.434,0.434
5150,0,0.442,0.442
5151,0,0.443,0.443
5152,0,0.447,0.447
5153,0,0.429,0.429
5154,0,0.433,0.433
5155,0,0.455,0.455
5156,0,0.468,0.468
5157,1,0.449,-0.551
5158,0,0.465,0.465
5159,1,0.442,-0.558
5160,0,0.459,0.459
5161,0,0.459,0.459
5162,1,0.436,-0.564
5163,0,0.43,0.43
5164,0,0.44,0.44
5165,1,0.453,-0.547
5166,0,0.443,0.443
5167,1,0.458,-0.542
5168,1,0.461,-0.539
5169,0,0.436,0.436
5170,1,0.434,-0.566
5171,0,0.463,0.463
5172,0,0.43,0.43
5173,1,0.454,-0.546
5174,1,0.436,-0.564
5175,1,0.458,-0.542
5176,1,0.457,-0.543
5177,0,0.464,0.464
5178,0,0.43,0.43
5179,0,0.45,0.45
5180,0,0.439,0.439
5181,0,0.428,0.428
5182,1,0.462,-0.538
5183,0,0.464,0.464
5184,0,0.466,0.466
5185,0,0.465,0.465
5186,1,0.444,-0.556
5187,1,0.449,-0.551
5188,1,0.442,-0.558
5189,0,0.434,0.434
5190,0,0.458,0.458
5191,0,0.428,0.428
5192,0,0.428,0.428
5193,0,0.46,0.46
5194,0,0.428,0.428
5195,0,0.449,0.449
5196,1,0.452,-0.548
5197,0,0.433,0.433
5198,0,0.466,0.466
5199,1,0.447,-0.553
5200,1,0.46,-0.54
5201,0,0.434,0.434
5202,1,0.437,-0.563
5203,1,0.447,-0.553
5204,1,0.457,-0.543
5205,0,0.446,0.446
5206,0,0.428,0.428
5207,1,0.458,-0.542
5208,1,0.445,-0.555
5209,1,0.435,-0.565
5210,1,0.454,-0.546
5211,1,0.463,-0.537
5212,1,0.433,-0.567
5213,1,0.442,-0.558
5214,0,0.431,0.431
5215,1,0.452,-0.548
5216,0,0.462,0.462
5217,0,0.456,0.456
5218,0,0.465,0.465
5219,1,0.441,-0.559
5220,1,0.453,-0.547
5221,0,0.429,0.429
5222,0,0.464,0.464
5223,0,0.432,0.432
5224,1,0.454,-0.546
5225,1,0.457,-0.543
5226,0,0.434,0.434
5227,0,0.468,0.468
5228,0,0.439,0.439
5229,1,0.441,-0.559
5230,1,0.451,-0.549
5231,0,0.463,0.463
5232,0,0.464,0.464
5233,1,0.452,-0.548
5234,0,0.43,0.43
5235,1,0.462,-0.538
5236,1,0.442,-0.558
5237,0,0.461,0.461
5238,0,0.43,0.43
5239,1,0.444,-0.556
5240,1,0.456,-0.544
5241,0,0.429,0.429
5242,1,0.458,-0.542
5243,1,0.445,-0.555
5244,0,0.469,0.469
5245,1,0.461,-0.539
5246,0,0.432,0.432
5247,1,0.448,-0.552
5248,0,0.449,0.449
5249,0,0.46,0.46
5250,1,0.434,-0.566
5251,1,0.456,-0.544
5252,0,0.437,0.437
5253,0,0.437,0.437
5254,0,0.464,0.464
5255,1,0.44,-0.56
5256,0,0.464,0.464
5257,0,0.465,0.465
5258,1,0.451,-0.549
5259,0,0.438,0.438
5260,1,0.433,-0.567
5261,1,0.458,-0.542
5262,0,0.46,0.46
5263,0,0.433,0.433
5264,0,0.431,0.431
5265,0,0.434,0.434
5266,0,0.431,0.431
5267,0,0.46,0.46
5268,0,0.428,0.428
5269,0,0.442,0.442
5270,0,0.428,0.428
5271,1,0.45,-0.55
5272,0,0.464,0.464
5273,1,0.462,-0.538
5274,0,0.435,0.435
5275,0,0.433,0.433
5276,0,0.447,0.447
5277,1,0.459,-0.541
5278,0,0.45,0.45
5279,0,0.441,0.441
5280,0,0.436,0.436
5281,1,0.457,-0.543
5282,1,0.449,-0.551
5283,0,0.468,0.468
5284,1,0.459,-0.541
5285,0,0.464,0.464
5286,1,0.435,-0.565
5287,1,0.44,-0.56
5288,0,0.46,0.46
5289,1,0.455,-0.545
5290,1,0.457,-0.543
5291,1,0.439,-0.561
5292,1,0.433,-0.567
5293,1,0.461,-0.539
5294,0,0.466,0.466
5295,1,0.455,-0.545
5296,1,0.449,-0.551
5297,1,0.456,-0.544
5298,0,0.439,0.439
5299,0,0.445,0.445
5300,0,0.464,0.464
5301,0,0.466,0.466
5302,0,0.462,0.462
5303,1,0.451,-0.549
5304,1,0.446,-0.554
5305,1,0.439,-0.561
5306,0,0.453,0.453
5307,0,0.437,0.437
5308,0,0.464,0.464
5309,1,0.448,-0.552
5310,0,0.453,0.453
5311,1,0.461,-0.539
5312,1,0.436,-0.564
5313,1,0.433,-0.567
5314,1,0.434,-0.566
5315,1,0.441,-0.559
5316,0,0.463,0.463
5317,0,0.435,0.435
5318,1,0.456,-0.544
5319,1,0.446,-0.554
5320,0,0.441,0.441
5321,0,0.441,0.441
5322,0,0.462,0.462
5323,0,0.433,0.433
5324,0,0.468,0.468
5325,0,0.429,0.429
5326,0,0.459,0.459
5327,1,0.434,-0.566
5328,0,0.442,0.442
5329,0,0.466,0.466
5330,0,0.467,0.467
5331,1,0.45,-0.55
5332,0,0.44,0.44
5333,0,0.469,0.469
5334,0,0.443,0.443
5335,0,0.43,0.43
5336,1,0.452,-0.548
5337,0,0.461,0.461
5338,1,0.434,-0.566
5339,1,0.444,-0.556
5340,0,0.448,0.448
5341,0,0.457,0.457
5342,1,0.445,-0.555
5343,1,0.464,-0.536
5344,1,0.462,-0.538
5345,1,0.461,-0.539
5346,0,0.464,0.464
5347,1,0.449,-0.551
5348,0,0.458,0.458
5349,0,0.428,0.428
5350,1,0.453,-0.547
5351,1,0.439,-0.561
5352,0,0.432,0.432
5353,0,0.434,0.434
5354,0,0.43,0.43
5355,0,0.447,0.447
5356,1,0.441,-0.559
5357,0,0.438,0.438
5358,1,0.447,-0.553
5359,0,0.465,0.465
5360,0,0.467,0.467
5361,1,0.443,-0.557
5362,1,0.454,-0.546
5363,1,0.456,-0.544
5364,1,0.45,-0.55
5365,0,0.435,0.435
5366,0,0.428,0.428
5367,0,0.465,0.465
5368,1,0.447,-0.553
5369,0,0.437,0.437
5370,0,0.429,0.429
5371,1,0.454,-0.546
5372,0,0.429,0.429
5373,0,0.436,0.436
5374,1,0.436,-0.564
5375,0,0.428,0.428
5376,0,0.456,0.456
5377,1,0.44,-0.56
5378,0,0.429,0.429
5379,0,0.428,0.428
5380,0,0.429,0.429
5381,0,0.461,0.461
5382,0,0.466,0.466
5383,1,0.456,-0.544
5384,0,0.43,0.43
5385,1,0.451,-0.549
5386,0,0.448,0.448
5387,1,0.455,-0.545
5388,0,0.432,0.432
5389,0,0.461,0.461
5390,1,0.462,-0.538
5391,0,0.433,0.433
5392,1,0.448,-0.552
5393,1,0.455,-0.545
5394,0,0.45,0.45
5395,1,0.435,-0.565
5396,0,0.441,0.441
5397,1,0.44,-0.56
5398,1,0.448,-0.552
5399,1,0.445,-0.555
5400,0,0.432,0.432
5401,0,0.43,0.43
5402,0,0.431,0.431
5403,1,0.455,-0.545
5404,1,0.452,-0.548
5405,1,0.45,-0.55
5406,0,0.465,0.465
5407,0,0.435,0.435
5408,0,0.434,0.434
5409,1,0.439,-0.561
5410,0,0.429,0.429
5411,0,0.43,0.43
5412,0,0.429,0.429
5413,0,0.439,0.439
5414,0,0.448,0.448
5415,0,0.469,0.469
5416,0,0.467,0.467
5417,1,0.45,-0.55
5418,1,0.447,-0.553
5419,0,0.45,0.45
5420,0,0.431,0.431
5421,0,0.469,0.469
5422,1,0.441,-0.559
5423,0,0.468,0.468
5424,0,0.447,0.447
5425,1,0.45,-0.55
5426,0,0.465,0.465
5427,0,0.469,0.469
5428,0,0.432,0.432
5429,1,0.449,-0.551
5430,1,0.44,-0.56
5431,0,0.456,0.456
5432,1,0.445,-0.555
5433,0,0.431,0.431
5434,0,0.437,0.437
5435,0,0.465,0.465
5436,0,0.466,0.466
5437,0,0.452,0.452
5438,1,0.432,-0.568
5439,0,0.467,0.467
5440,1,0.463,-0.537
5441,1,0.44,-0.56
5442,1,0.442,-0.558
5443,0,0.438,0.438
5444,0,0.439,0.439
5445,0,0.468,0.468
5446,1,0.441,-0.559
5447,0,0.458,0.458
5448,0,0.428,0.428
5449,1,0.449,-0.551
5450,0,0.467,0.467
5451,0,0.431,0.431
5452,0,0.468,0.468
5453,0,0.464,0.464
5454,0,0.447,0.447
5455,1,0.457,-0.543
5456,0,0.436,0.436
5457,1,0.456,-0.544
5458,0,0.455,0.455
5459,0,0.452,0.452
5460,0,0.435,0.435
5461,0,0.429,0.429
5462,0,0.432,0.432
5463,0,0.467,0.467
5464,1,0.443,-0.557
5465,0,0.431,0.431
5466,1,0.463,-0.537
5467,1,0.458,-0.542
5468,0,0.452,0.452
5469,1,0.456,-0.544
5470,1,0.451,-0.549
5471,1,0.458,-0.542
5472,0,0.447,0.447
5473,1,0.437,-0.563
5474,0,0.429,0.429
5475,1,0.458,-0.542
5476,0,0.43,0.43
5477,0,0.462,0.462
5478,1,0.452,-0.548
5479,0,0.463,0.463
5480,0,0.451,0.451
5481,1,0.441,-0.559
5482,0,0.438,0.438
5483,0,0.435,0.435
5484,0,0.446,0.446
5485,1,0.459,-0.541
5486,1,0.464,-0.536
5487,1,0.438,-0.562
5488,0,0.466,0.466
5489,0,0.436,0.436
5490,1,0.448,-0.552
5491,1,0.447,-0.553
5492,1,0.456,-0.544
5493,0,0.437,0.437
5494,1,0.458,-0.542
5495,1,0.464,-0.536
5496,1,0.458,-0.542
5497,0,0.441,0.441
5498,0,0.45,0.45
5499,0,0.428,0.428
5500,1,0.463,-0.537
5501,0,0.449,0.449
5502,1,0.46,-0.54
5503,1,0.458,-0.542
5504,0,0.469,0.469
5505,0,0.43,0.43
5506,1,0.44,-0.56
5507,1,0.456,-0.544
5508,1,0.457,-0.543
5509,0,0.432,0.432
5510,1,0.435,-0.565
5511,1,0.441,-0.559
5512,0,0.446,0.446
5513,0,0.469,0.469
5514,1,0.441,-0.559
5515,0,0.447,0.447
5516,1,0.45,-0.55
5517,0,0.439,0.439
5518,0,0.465,0.465
5519,1,0.446,-0.554
5520,1,0.443,-0.557
5521,1,0.459,-0.541
5522,0,0.431,0.431
5523,1,0.456,-0.544
5524,0,0.469,0.469
5525,0,0.467,0.467
5526,0,0.44,0.44
5527,1,0.451,-0.549
5528,0,0.437,0.437
5529,0,0.453,0.453
5530,0,0.429,0.429
5531,0,0.445,0.445
5532,1,0.46,-0.54
5533,1,0.458,-0.542
5534,0,0.433,0.433
5535,0,0.429,0.429
5536,0,0.437,0.437
5537,0,0.433,0.433
5538,1,0.456,-0.544
5539,1,0.44,-0.56
5540,1,0.461,-0.539
5541,1,0.456,-0.544
5542,1,0.462,-0.538
5543,1,0.445,-0.555
5544,0,0.468,0.468
5545,0,0.452,0.452
5546,0,0.467,0.467
5547,1,0.452,-0.548
5548,0,0.431,0.431
5549,0,0.451,0.451
5550,0,0.435,0.435
5551,0,0.429,0.429
5552,0,0.43,0.43
5553,1,0.445,-0.555
5554,0,0.433,0.433
5555,1,0.433,-0.567
5556,1,0.439,-0.561
5557,0,0.431,0.431
5558,0,0.432,0.432
5559,0,0.435,0.435
5560,1,0.438,-0.562
5561,1,0.452,-0.548
5562,0,0.429,0.429
5563,1,0.461,-0.539
5564,0,0.432,0.432
5565,0,0.436,0.436
5566,1,0.442,-0.558
5567,1,0.443,-0.557
5568,1,0.453,-0.547
5569,0,0.465,0.465
5570,1,0.459,-0.541
5571,1,0.461,-0.539
5572,1,0.456,-0.544
5573,1,0.462,-0.538
5574,1,0.439,-0.561
5575,0,0.466,0.466
5576,1,0.452,-0.548
5577,0,0.446,0.446
5578,0,0.458,0.458
5579,1,0.443,-0.557
5580,0,0.44,0.44
5581,0,0.429,0.429
5582,0,0.437,0.437
5583,1,0.454,-0.546
5584,1,0.448,-0.552
5585,1,0.437,-0.563
5586,0,0.466,0.466
5587,1,0.454,-0.546
5588,0,0.467,0.467
5589,0,0.438,0.438
5590,0,0.462,0.462
5591,0,0.464,0.464
5592,1,0.439,-0.561
5593,0,0.466,0.466
5594,1,0.434,-0.566
5595,0,0.458,0.458
5596,1,0.437,-0.563
5597,0,0.463,0.463
5598,0,0.438,0.438
5599,0,0.451,0.451
5600,1,0.465,-0.535
5601,1,0.443,-0.557
5602,1,0.449,-0.551
5603,0,0.438,0.438
5604,1,0.437,-0.563
5605,0,0.462,0.462
5606,0,0.438,0.438
5607,1,0.437,-0.563
5608,1,0.443,-0.557
5609,1,0.455,-0.545
5610,0,0.431,0.431
5611,0,0.432,0.432
5612,1,0.447,-0.553
5613,0,0.468,0.468
5614,1,0.457,-0.543
5615,0,0.464,0.464
5616,1,0.448,-0.552
5617,0,0.428,0.428
5618,0,0.435,0.435
5619,0,0.468,0.468
5620,1,0.445,-0.555
5621,0,0.467,0.467
5622,1,0.446,-0.554
5623,1,0.453,-0.547
5624,0,0.454,0.454
5625,1,0.443,-0.557
5626,0,0.45,0.45
5627,1,0.45,-0.55
5628,0,0.432,0.432
5629,1,0.459,-0.541
5630,1,0.465,-0.535
5631,1,0.439,-0.561
5632,0,0.45,0.45
5633,0,0.465,0.465
5634,0,0.448,0.448
5635,0,0.469,0.469
5636,0,0.429,0.429
5637,1,0.454,-0.546
5638,0,0.457,0.457
5639,0,0.464,0.464
5640,1,0.457,-0.543
5641,0,0.432,0.432
5642,0,0.468,0.468
5643,1,0.461,-0.539
5644,0,0.469,0.469
5645,0,0.45,0.45
5646,1,0.465,-0.535
5647,1,0.436,-0.564
5648,1,0.451,-0.549
5649,0,0.443,0.443
5650,1,0.458,-0.542
5651,0,0.465,0.465
5652,0,0.435,0.435
5653,1,0.457,-0.543
5654,1,0.447,-0.553
5655,1,0.457,-0.543
5656,1,0.46,-0.54
5657,0,0.44,0.44
5658,0,0.469,0.469
5659,1,0.432,-0.568
5660,0,0.428,0.428
5661,0,0.464,0.464
5662,1,0.46,-0.54
5663,1,0.464,-0.536
5664,1,0.446,-0.554
5665,0,0.469,0.469
5666,1,0.447,-0.553
5667,1,0.44,-0.56
5668,0,0.465,0.465
5669,0,0.465,0.465
5670,0,0.433,0.433
5671,1,0.443,-0.557
5672,0,0.428,0.428
5673,1,0.436,-0.564
5674,0,0.441,0.441
5675,0,0.447,0.447
5676,0,0.466,0.466
5677,0,0.438,0.438
5678,0,0.461,0.461
5679,1,0.434,-0.566
5680,1,0.439,-0.561
5681,1,0.46,-0.54
5682,1,0.447,-0.553
5683,0,0.459,0.459
5684,1,0.451,-0.549
5685,0,0.463,0.463
5686,0,0.466,0.466
5687,0,0.465,0.465
5688,1,0.458,-0.542
5689,1,0.458,-0.542
5690,0,0.43,0.43
5691,1,0.446,-0.554
5692,0,0.464,0.464
5693,0,0.466,0.466
5694,1,0.45,-0.55
5695,0,0.439,0.439
5696,0,0.434,0.434
5697,0,0.43,0.43
5698,1,0.444,-0.556
5699,1,0.459,-0.541
5700,1,0.447,-0.553
5701,1,0.451,-0.549
5702,0,0.45,0.45
5703,0,0.468,0.468
5704,0,0.431,0.431
5705,1,0.462,-0.538
5706,0,0.454,0.454
5707,1,0.444,-0.556
5708,1,0.441,-0.559
5709,1,0.449,-0.551
5710,1,0.452,-0.548
5711,0,0.447,0.447
5712,0,0.432,0.432
5713,1,0.453,-0.547
5714,0,0.432,0.432
5715,1,0.436,-0.564
5716,0,0.445,0.445
5717,1,0.446,-0.554
5718,1,0.438,-0.562
5719,1,0.444,-0.556
5720,0,0.431,0.431
5721,0,0.431,0.431
5722,0,0.454,0.454
5723,1,0.461,-0.539
5724,1,0.462,-0.538
5725,1,0.437,-0.563
5726,1,0.443,-0.557
5727,0,0.45,0.45
5728,1,0.452,-0.548
5729,0,0.46,0.46
5730,0,0.459,0.459
5731,1,0.449,-0.551
5732,1,0.45,-0.55
5733,0,0.466,0.466
5734,1,0.44,-0.56
5735,0,0.429,0.429
5736,0,0.428,0.428
5737,0,0.468,0.468
5738,0,0.436,0.436
5739,0,0.432,0.432
5740,1,0.442,-0.558
5741,0,0.429,0.429
5742,1,0.432,-0.568
5743,0,0.466,0.466
5744,0,0.464,0.464
5745,0,0.431,0.431
5746,1,0.461,-0.539
5747,0,0.429,0.429
5748,1,0.441,-0.559
5749,0,0.442,0.442
5750,1,0.446,-0.554
5751,1,0.447,-0.553
5752,0,0.459,0.459
5753,1,0.462,-0.538
5754,0,0.469,0.469
5755,0,0.428,0.428
5756,0,0.428,0.428
5757,0,0.433,0.433
5758,0,0.435,0.435
5759,0,0.438,0.438
5760,1,0.452,-0.548
5761,0,0.468,0.468
5762,1,0.449,-0.551
5763,0,0.456,0.456
5764,1,0.453,-0.547
5765,0,0.455,0.455
5766,1,0.45,-0.55
5767,0,0.434,0.434
5768,1,0.458,-0.542
5769,0,0.468,0.468
5770,1,0.452,-0.548
5771,0,0.432,0.432
5772,1,0.433,-0.567
5773,0,0.467,0.467
5774,1,0.436,-0.564
5775,0,0.438,0.438
5776,1,0.435,-0.565
5777,1,0.457,-0.543
5778,0,0.462,0.462
5779,0,0.467,0.467
5780,0,0.46,0.46
5781,1,0.458,-0.542
5782,0,0.452,0.452
5783,0,0.43,0.43
5784,0,0.452,0.452
5785,0,0.46,0.46
5786,0,0.465,0.465
5787,1,0.454,-0.546
5788,0,0.431,0.431
5789,1,0.454,-0.546
5790,0,0.433,0.433
5791,0,0.458,0.458
5792,0,0.437,0.437
5793,1,0.463,-0.537
5794,0,0.467,0.467
5795,1,0.465,-0.535
5796,0,0.466,0.466
5797,0,0.465,0.465
5798,0,0.434,0.434
5799,1,0.434,-0.566
5800,1,0.437,-0.563
5801,0,0.449,0.449
5802,0,0.435,0.435
5803,0,0.452,0.452
5804,0,0.45,0.45
5805,0,0.43,0.43
5806,0,0.449,0.449
5807,0,0.467,0.467
5808,0,0.469,0.469
5809,1,0.462,-0.538
5810,1,0.438,-0.562
5811,1,0.446,-0.554
5812,1,0.439,-0.561
5813,0,0.469,0.469
5814,1,0.455,-0.545
5815,0,0.469,0.469
5816,0,0.463,0.463
5817,0,0.452,0.452
5818,1,0.446,-0.554
5819,0,0.469,0.469
5820,0,0.43,0.43
5821,1,0.457,-0.543
5822,1,0.45,-0.55
5823,1,0.439,-0.561
5824,1,0.441,-0.559
5825,0,0.454,0.454
5826,0,0.436,0.436
5827,0,0.461,0.461
5828,1,0.444,-0.556
5829,0,0.465,0.465
5830,0,0.43,0.43
5831,0,0.469,0.469
5832,0,0.429,0.429
5833,0,0.447,0.447
5834,1,0.44,-0.56
5835,1,0.449,-0.551
5836,1,0.435,-0.565
5837,1,0.452,-0.548
5838,0,0.43,0.43
5839,1,0.449,-0.551
5840,1,0.445,-0.555
5841,1,0.435,-0.565
5842,0,0.434,0.434
5843,1,0.443,-0.557
5844,0,0.454,0.454
5845,1,0.438,-0.562
5846,0,0.438,0.438
5847,0,0.432,0.432
5848,1,0.444,-0.556
5849,1,0.439,-0.561
5850,1,0.439,-0.561
5851,0,0.431,0.431
5852,0,0.455,0.455
5853,1,0.439,-0.561
5854,0,0.469,0.469
5855,0,0.467,0.467
5856,0,0.43,0.43
5857,1,0.451,-0.549
5858,1,0.44,-0.56
5859,0,0.428,0.428
5860,1,0.443,-0.557
5861,0,0.468,0.468
5862,0,0.435,0.435
5863,1,0.443,-0.557
5864,1,0.436,-0.564
5865,1,0.451,-0.549
5866,0,0.442,0.442
5867,0,0.442,0.442
5868,1,0.453,-0.547
5869,0,0.463,0.463
5870,1,0.453,-0.547
5871,1,0.449,-0.551
5872,0,0.467,0.467
5873,1,0.438,-0.562
5874,1,0.446,-0.554
5875,1,0.446,-0.554
5876,0,0.453,0.453
5877,0,0.466,0.466
5878,1,0.437,-0.563
5879,1,0.438,-0.562
5880,1,0.448,-0.552
5881,1,0.446,-0.554
5882,0,0.468,0.468
5883,0,0.465,0.465
5884,1,0.433,-0.567
5885,0,0.428,0.428
5886,1,0.451,-0.549
5887,1,0.442,-0.558
5888,0,0.438,0.438
5889,0,0.43,0.43
5890,0,0.427,0.427
5891,1,0.44,-0.56
5892,1,0.457,-0.543
5893,0,0.431,0.431
5894,1,0.446,-0.554
5895,0,0.434,0.434
5896,0,0.434,0.434
5897,1,0.459,-0.541
5898,1,0.457,-0.543
5899,0,0.465,0.465
5900,0,0.441,0.441
5901,0,0.466,0.466
5902,0,0.432,0.432
5903,0,0.465,0.465
5904,0,0.433,0.433
5905,1,0.45,-0.55
5906,0,0.468,0.468
5907,1,0.441,-0.559
5908,0,0.467,0.467
5909,1,0.456,-0.544
5910,1,0.439,-0.561
5911,1,0.459,-0.541
5912,0,0.467,0.467
5913,0,0.468,0.468
5914,0,0.43,0.43
5915,1,0.459,-0.541
5916,0,0.465,0.465
5917,0,0.463,0.463
5918,0,0.457,0.457
5919,0,0.465,0.465
5920,1,0.462,-0.538
5921,1,0.444,-0.556
5922,0,0.436,0.436
5923,1,0.439,-0.561
5924,0,0.468,0.468
5925,1,0.454,-0.546
5926,0,0.446,0.446
5927,0,0.46,0.46
5928,1,0.46,-0.54
5929,1,0.437,-0.563
5930,0,0.432,0.432
5931,1,0.451,-0.549
5932,0,0.431,0.431
5933,0,0.433,0.433
5934,1,0.448,-0.552
5935,0,0.428,0.428
5936,0,0.431,0.431
5937,0,0.469,0.469
5938,0,0.441,0.441
5939,1,0.454,-0.546
5940,0,0.436,0.436
5941,1,0.458,-0.542
5942,0,0.459,0.459
5943,0,0.435,0.435
5944,1,0.464,-0.536
5945,1,0.444,-0.556
5946,1,0.438,-0.562
5947,1,0.451,-0.549
5948,0,0.462,0.462
5949,1,0.436,-0.564
5950,1,0.449,-0.551
5951,1,0.445,-0.555
5952,0,0.428,0.428
5953,1,0.463,-0.537
5954,1,0.461,-0.539
5955,1,0.443,-0.557
5956,0,0.453,0.453
5957,0,0.43,0.43
5958,0,0.43,0.43
5959,1,0.447,-0.553
5960,1,0.449,-0.551
5961,1,0.457,-0.543
5962,0,0.446,0.446
5963,0,0.453,0.453
5964,1,0.446,-0.554
5965,1,0.44,-0.56
5966,0,0.435,0.435
5967,0,0.432,0.432
5968,1,0.44,-0.56
5969,1,0.436,-0.564
5970,0,0.469,0.469
5971,0,0.45,0.45
5972,1,0.463,-0.537
5973,0,0.462,0.462
5974,1,0.435,-0.565
5975,1,0.453,-0.547
5976,1,0.451,-0.549
5977,1,0.436,-0.564
5978,0,0.467,0.467
5979,0,0.468,0.468
5980,0,0.445,0.445
5981,1,0.444,-0.556
5982,0,0.467,0.467
5983,1,0.449,-0.551
5984,1,0.444,-0.556
5985,1,0.454,-0.546
5986,0,0.466,0.466
5987,1,0.453,-0.547
5988,0,0.43,0.43
5989,0,0.434,0.434
5990,1,0.434,-0.566
5991,1,0.463,-0.537
5992,1,0.433,-0.567
5993,0,0.433,0.433
5994,0,0.434,0.434
5995,0,0.434,0.434
5996,0,0.434,0.434
5997,0,0.469,0.469
5998,0,0.438,0.438
5999,0,0.449,0.449
6000,1,0.436,-0.564
6001,0,0.449,0.449
6002,1,0.442,-0.558
6003,0,0.435,0.435
6004,0,0.467,0.467
6005,0,0.43,0.43
6006,0,0.43,0.43
6007,1,0.459,-0.541
6008,1,0.437,-0.563
6009,1,0.444,-0.556
6010,1,0.454,-0.546
6011,1,0.454,-0.546
6012,0,0.43,0.43
6013,1,0.433,-0.567
6014,1,0.439,-0.561
6015,0,0.435,0.435
6016,0,0.467,0.467
6017,1,0.455,-0.545
6018,1,0.46,-0.54
6019,1,0.458,-0.542
6020,0,0.441,0.441
6021,0,0.468,0.468
6022,1,0.459,-0.541
6023,1,0.45,-0.55
6024,0,0.437,0.437
6025,0,0.437,0.437
6026,0,0.44,0.44
6027,1,0.444,-0.556
6028,1,0.435,-0.565
6029,1,0.438,-0.562
6030,1,0.452,-0.548
6031,1,0.444,-0.556
6032,0,0.431,0.431
6033,0,0.435,0.435
6034,1,0.445,-0.555
6035,0,0.464,0.464
6036,0,0.43,0.43
6037,0,0.448,0.448
6038,0,0.43,0.43
6039,0,0.468,0.468
6040,1,0.436,-0.564
6041,1,0.458,-0.542
6042,0,0.469,0.469
6043,1,0.46,-0.54
6044,0,0.451,0.451
6045,1,0.456,-0.544
6046,1,0.449,-0.551
6047,1,0.442,-0.558
6048,0,0.438,0.438
6049,1,0.457,-0.543
6050,1,0.436,-0.564
6051,0,0.442,0.442
6052,0,0.467,0.467
6053,1,0.46,-0.54
6054,0,0.467,0.467
6055,1,0.463,-0.537
6056,1,0.435,-0.565
6057,0,0.429,0.429
6058,0,0.467,0.467
6059,1,0.457,-0.543
6060,1,0.434,-0.566
6061,1,0.439,-0.561
6062,0,0.429,0.429
6063,0,0.452,0.452
6064,0,0.466,0.466
6065,1,0.452,-0.548
6066,0,0.464,0.464
6067,1,0.456,-0.544
6068,0,0.459,0.459
