=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.functions.LibSVM -- -S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model / -seed 1
Relation:     ring-separable-weka-letters
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

LibSVM wrapper, original code by Yasser EL-Manzalawy (= WLSVM)
Attribute mappings:

Model attributes  	    Incoming attributes
------------------	    ----------------
(numeric) input1  	--> 1 (numeric) input1
(numeric) input2  	--> 2 (numeric) input2
(nominal) output  	--> 3 (nominal) output


Time taken to build model: 4.82 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
1978,2:B,2:B,,1
1979,2:B,2:B,,1
1980,1:A,1:A,,1
1981,2:B,2:B,,1
1982,2:B,2:B,,1
1983,2:B,2:B,,1
1984,2:B,2:B,,1
1985,1:A,1:A,,1
1986,2:B,2:B,,1
1987,1:A,2:B,+,1
1988,2:B,2:B,,1
1989,2:B,2:B,,1
1990,1:A,2:B,+,1
1991,2:B,2:B,,1
1992,2:B,2:B,,1
1993,1:A,1:A,,1
1994,2:B,2:B,,1
1995,1:A,1:A,,1
1996,1:A,1:A,,1
1997,2:B,2:B,,1
1998,2:B,2:B,,1
1999,1:A,1:A,,1
2000,1:A,1:A,,1
2001,1:A,1:A,,1
2002,2:B,2:B,,1
2003,2:B,2:B,,1
2004,2:B,2:B,,1
2005,1:A,1:A,,1
2006,1:A,1:A,,1
2007,2:B,2:B,,1
2008,1:A,1:A,,1
2009,2:B,2:B,,1
2010,1:A,1:A,,1
2011,2:B,2:B,,1
2012,1:A,1:A,,1
2013,2:B,2:B,,1
2014,1:A,1:A,,1
2015,1:A,1:A,,1
2016,1:A,1:A,,1
2017,1:A,1:A,,1
2018,2:B,2:B,,1
2019,2:B,2:B,,1
2020,1:A,1:A,,1
2021,1:A,1:A,,1
2022,2:B,2:B,,1
2023,2:B,2:B,,1
2024,2:B,2:B,,1
2025,1:A,1:A,,1
2026,2:B,2:B,,1
2027,2:B,2:B,,1
2028,2:B,2:B,,1
2029,1:A,1:A,,1
2030,1:A,1:A,,1
2031,2:B,2:B,,1
2032,2:B,2:B,,1
2033,2:B,2:B,,1
2034,2:B,2:B,,1
2035,1:A,1:A,,1
2036,2:B,2:B,,1
2037,2:B,2:B,,1
2038,1:A,2:B,+,1
2039,2:B,2:B,,1
2040,1:A,1:A,,1
2041,1:A,1:A,,1
2042,1:A,1:A,,1
2043,1:A,1:A,,1
2044,1:A,1:A,,1
2045,1:A,1:A,,1
2046,1:A,1:A,,1
2047,2:B,2:B,,1
2048,1:A,1:A,,1
2049,1:A,1:A,,1
2050,1:A,1:A,,1
2051,1:A,1:A,,1
2052,2:B,2:B,,1
2053,2:B,2:B,,1
2054,1:A,2:B,+,1
2055,2:B,2:B,,1
2056,2:B,2:B,,1
2057,2:B,2:B,,1
2058,1:A,2:B,+,1
2059,1:A,1:A,,1
2060,1:A,1:A,,1
2061,1:A,1:A,,1
2062,2:B,2:B,,1
2063,1:A,1:A,,1
2064,2:B,2:B,,1
2065,2:B,2:B,,1
2066,2:B,2:B,,1
2067,2:B,2:B,,1
2068,1:A,1:A,,1
2069,2:B,2:B,,1
2070,1:A,1:A,,1
2071,1:A,1:A,,1
2072,2:B,2:B,,1
2073,1:A,2:B,+,1
2074,2:B,2:B,,1
2075,2:B,2:B,,1
2076,1:A,1:A,,1
2077,2:B,2:B,,1
2078,1:A,1:A,,1
2079,1:A,1:A,,1
2080,1:A,1:A,,1
2081,1:A,1:A,,1
2082,1:A,1:A,,1
2083,1:A,1:A,,1
2084,2:B,2:B,,1
2085,2:B,2:B,,1
2086,2:B,2:B,,1
2087,1:A,1:A,,1
2088,1:A,1:A,,1
2089,2:B,2:B,,1
2090,2:B,2:B,,1
2091,2:B,2:B,,1
2092,1:A,1:A,,1
2093,1:A,1:A,,1
2094,1:A,1:A,,1
2095,2:B,2:B,,1
2096,2:B,2:B,,1
2097,1:A,1:A,,1
2098,1:A,1:A,,1
2099,2:B,2:B,,1
2100,1:A,1:A,,1
2101,1:A,1:A,,1
2102,2:B,2:B,,1
2103,1:A,1:A,,1
2104,1:A,1:A,,1
2105,2:B,1:A,+,1
2106,1:A,1:A,,1
2107,2:B,2:B,,1
2108,2:B,2:B,,1
2109,1:A,1:A,,1
2110,1:A,1:A,,1
2111,2:B,2:B,,1
2112,1:A,1:A,,1
2113,2:B,2:B,,1
2114,1:A,1:A,,1
2115,1:A,1:A,,1
2116,1:A,1:A,,1
2117,1:A,1:A,,1
2118,1:A,1:A,,1
2119,1:A,1:A,,1
2120,1:A,1:A,,1
2121,1:A,1:A,,1
2122,2:B,2:B,,1
2123,2:B,2:B,,1
2124,2:B,2:B,,1
2125,2:B,2:B,,1
2126,2:B,2:B,,1
2127,1:A,1:A,,1
2128,1:A,1:A,,1
2129,2:B,2:B,,1
2130,2:B,2:B,,1
2131,1:A,1:A,,1
2132,1:A,1:A,,1
2133,1:A,1:A,,1
2134,2:B,2:B,,1
2135,2:B,2:B,,1
2136,1:A,1:A,,1
2137,1:A,1:A,,1
2138,1:A,1:A,,1
2139,2:B,2:B,,1
2140,2:B,2:B,,1
2141,1:A,1:A,,1
2142,2:B,1:A,+,1
2143,1:A,2:B,+,1
2144,1:A,1:A,,1
2145,2:B,2:B,,1
2146,1:A,1:A,,1
2147,1:A,1:A,,1
2148,2:B,2:B,,1
2149,1:A,1:A,,1
2150,2:B,2:B,,1
2151,1:A,1:A,,1
2152,1:A,1:A,,1
2153,2:B,2:B,,1
2154,1:A,1:A,,1
2155,1:A,1:A,,1
2156,1:A,2:B,+,1
2157,2:B,2:B,,1
2158,1:A,1:A,,1
2159,2:B,2:B,,1
2160,2:B,2:B,,1
2161,1:A,1:A,,1
2162,2:B,2:B,,1
2163,2:B,2:B,,1
2164,1:A,1:A,,1
2165,1:A,1:A,,1
2166,1:A,1:A,,1
2167,1:A,1:A,,1
2168,2:B,2:B,,1
2169,2:B,2:B,,1
2170,2:B,2:B,,1
2171,2:B,2:B,,1
2172,2:B,2:B,,1
2173,2:B,2:B,,1
2174,2:B,2:B,,1
2175,2:B,2:B,,1
2176,1:A,1:A,,1
2177,1:A,1:A,,1
2178,1:A,1:A,,1
2179,2:B,2:B,,1
2180,1:A,1:A,,1
2181,1:A,1:A,,1
2182,1:A,1:A,,1
2183,2:B,2:B,,1
2184,1:A,1:A,,1
2185,2:B,2:B,,1
2186,1:A,1:A,,1
2187,1:A,1:A,,1
2188,2:B,2:B,,1
2189,1:A,1:A,,1
2190,1:A,1:A,,1
2191,2:B,2:B,,1
2192,1:A,1:A,,1
2193,1:A,1:A,,1
2194,1:A,1:A,,1
2195,2:B,2:B,,1
2196,2:B,2:B,,1
2197,1:A,1:A,,1
2198,2:B,2:B,,1
2199,2:B,2:B,,1
2200,1:A,1:A,,1
2201,2:B,2:B,,1
2202,2:B,2:B,,1
2203,1:A,1:A,,1
2204,2:B,2:B,,1
2205,1:A,1:A,,1
2206,1:A,1:A,,1
2207,1:A,1:A,,1
2208,2:B,2:B,,1
2209,2:B,2:B,,1
2210,2:B,2:B,,1
2211,1:A,1:A,,1
2212,1:A,1:A,,1
2213,2:B,2:B,,1
2214,2:B,2:B,,1
2215,2:B,2:B,,1
2216,1:A,1:A,,1
2217,1:A,1:A,,1
2218,1:A,1:A,,1
2219,1:A,1:A,,1
2220,2:B,2:B,,1
2221,1:A,1:A,,1
2222,1:A,1:A,,1
2223,2:B,2:B,,1
2224,2:B,2:B,,1
2225,1:A,1:A,,1
2226,2:B,2:B,,1
2227,1:A,1:A,,1
2228,2:B,2:B,,1
2229,2:B,2:B,,1
2230,1:A,1:A,,1
2231,2:B,2:B,,1
2232,2:B,2:B,,1
2233,2:B,2:B,,1
2234,1:A,1:A,,1
2235,2:B,2:B,,1
2236,1:A,1:A,,1
2237,1:A,1:A,,1
2238,1:A,1:A,,1
2239,2:B,2:B,,1
2240,2:B,2:B,,1
2241,1:A,1:A,,1
2242,1:A,1:A,,1
2243,1:A,1:A,,1
2244,2:B,2:B,,1
2245,1:A,1:A,,1
2246,2:B,2:B,,1
2247,1:A,1:A,,1
2248,1:A,1:A,,1
2249,2:B,2:B,,1
2250,2:B,2:B,,1
2251,1:A,1:A,,1
2252,2:B,2:B,,1
2253,1:A,1:A,,1
2254,1:A,1:A,,1
2255,2:B,2:B,,1
2256,2:B,2:B,,1
2257,1:A,1:A,,1
2258,1:A,1:A,,1
2259,1:A,1:A,,1
2260,2:B,2:B,,1
2261,1:A,1:A,,1
2262,1:A,1:A,,1
2263,2:B,2:B,,1
2264,1:A,1:A,,1
2265,1:A,1:A,,1
2266,1:A,1:A,,1
2267,1:A,1:A,,1
2268,1:A,1:A,,1
2269,1:A,1:A,,1
2270,2:B,2:B,,1
2271,2:B,2:B,,1
2272,1:A,1:A,,1
2273,1:A,1:A,,1
2274,2:B,2:B,,1
2275,1:A,1:A,,1
2276,2:B,2:B,,1
2277,1:A,1:A,,1
2278,1:A,1:A,,1
2279,1:A,1:A,,1
2280,2:B,2:B,,1
2281,1:A,1:A,,1
2282,1:A,1:A,,1
2283,1:A,1:A,,1
2284,1:A,1:A,,1
2285,1:A,1:A,,1
2286,1:A,1:A,,1
2287,2:B,2:B,,1
2288,1:A,1:A,,1
2289,1:A,1:A,,1
2290,2:B,2:B,,1
2291,2:B,2:B,,1
2292,2:B,2:B,,1
2293,2:B,2:B,,1
2294,2:B,2:B,,1
2295,2:B,2:B,,1
2296,1:A,1:A,,1
2297,2:B,2:B,,1
2298,1:A,1:A,,1
2299,1:A,1:A,,1
2300,2:B,2:B,,1
2301,2:B,2:B,,1
2302,2:B,2:B,,1
2303,2:B,2:B,,1
2304,1:A,1:A,,1
2305,1:A,1:A,,1
2306,1:A,1:A,,1
2307,1:A,1:A,,1
2308,2:B,2:B,,1
2309,1:A,1:A,,1
2310,1:A,1:A,,1
2311,1:A,1:A,,1
2312,1:A,1:A,,1
2313,2:B,2:B,,1
2314,2:B,1:A,+,1
2315,1:A,1:A,,1
2316,2:B,2:B,,1
2317,2:B,2:B,,1
2318,2:B,2:B,,1
2319,1:A,1:A,,1
2320,2:B,2:B,,1
2321,1:A,2:B,+,1
2322,2:B,2:B,,1
2323,1:A,1:A,,1
2324,1:A,1:A,,1
2325,2:B,2:B,,1
2326,2:B,2:B,,1
2327,1:A,1:A,,1
2328,1:A,1:A,,1
2329,2:B,2:B,,1
2330,1:A,1:A,,1
2331,2:B,2:B,,1
2332,2:B,2:B,,1
2333,1:A,1:A,,1
2334,2:B,2:B,,1
2335,2:B,2:B,,1
2336,2:B,2:B,,1
2337,1:A,1:A,,1
2338,2:B,2:B,,1
2339,2:B,2:B,,1
2340,2:B,2:B,,1
2341,2:B,2:B,,1
2342,2:B,2:B,,1
2343,1:A,1:A,,1
2344,1:A,1:A,,1
2345,2:B,2:B,,1
2346,1:A,1:A,,1
2347,2:B,2:B,,1
2348,2:B,2:B,,1
2349,2:B,2:B,,1
2350,1:A,2:B,+,1
2351,1:A,1:A,,1
2352,2:B,2:B,,1
2353,2:B,2:B,,1
2354,1:A,1:A,,1
2355,1:A,1:A,,1
2356,2:B,2:B,,1
2357,2:B,2:B,,1
2358,2:B,2:B,,1
2359,1:A,1:A,,1
2360,2:B,2:B,,1
2361,1:A,1:A,,1
2362,2:B,2:B,,1
2363,1:A,2:B,+,1
2364,2:B,2:B,,1
2365,2:B,2:B,,1
2366,2:B,2:B,,1
2367,2:B,2:B,,1
2368,2:B,2:B,,1
2369,2:B,2:B,,1
2370,2:B,2:B,,1
2371,1:A,1:A,,1
2372,2:B,2:B,,1
2373,2:B,2:B,,1
2374,2:B,2:B,,1
2375,1:A,1:A,,1
2376,1:A,1:A,,1
2377,1:A,1:A,,1
2378,1:A,1:A,,1
2379,2:B,2:B,,1
2380,1:A,1:A,,1
2381,1:A,1:A,,1
2382,1:A,1:A,,1
2383,2:B,2:B,,1
2384,1:A,1:A,,1
2385,1:A,1:A,,1
2386,2:B,2:B,,1
2387,1:A,1:A,,1
2388,1:A,1:A,,1
2389,1:A,1:A,,1
2390,1:A,1:A,,1
2391,1:A,1:A,,1
2392,1:A,1:A,,1
2393,1:A,1:A,,1
2394,1:A,1:A,,1
2395,2:B,2:B,,1
2396,1:A,2:B,+,1
2397,1:A,1:A,,1
2398,1:A,1:A,,1
2399,1:A,1:A,,1
2400,2:B,2:B,,1
2401,1:A,1:A,,1
2402,1:A,1:A,,1
2403,1:A,1:A,,1
2404,2:B,2:B,,1
2405,2:B,2:B,,1
2406,1:A,1:A,,1
2407,2:B,2:B,,1
2408,1:A,1:A,,1
2409,2:B,2:B,,1
2410,1:A,1:A,,1
2411,2:B,2:B,,1
2412,1:A,1:A,,1
2413,2:B,2:B,,1
2414,1:A,1:A,,1
2415,1:A,2:B,+,1
2416,2:B,2:B,,1
2417,1:A,1:A,,1
2418,2:B,2:B,,1
2419,1:A,1:A,,1
2420,1:A,1:A,,1
2421,1:A,1:A,,1
2422,1:A,1:A,,1
2423,2:B,2:B,,1
2424,2:B,2:B,,1
2425,1:A,1:A,,1
2426,2:B,2:B,,1
2427,2:B,2:B,,1
2428,2:B,2:B,,1
2429,1:A,1:A,,1
2430,1:A,1:A,,1
2431,2:B,2:B,,1
2432,1:A,1:A,,1
2433,1:A,1:A,,1
2434,1:A,1:A,,1
2435,2:B,2:B,,1
2436,2:B,2:B,,1
2437,2:B,2:B,,1
2438,1:A,1:A,,1
2439,1:A,1:A,,1
2440,2:B,2:B,,1
2441,1:A,1:A,,1
2442,1:A,1:A,,1
2443,1:A,1:A,,1
2444,2:B,2:B,,1
2445,2:B,2:B,,1
2446,2:B,2:B,,1
2447,2:B,2:B,,1
2448,1:A,1:A,,1
2449,1:A,1:A,,1
2450,2:B,2:B,,1
2451,1:A,1:A,,1
2452,1:A,1:A,,1
2453,1:A,1:A,,1
2454,1:A,1:A,,1
2455,2:B,2:B,,1
2456,2:B,2:B,,1
2457,1:A,1:A,,1
2458,2:B,2:B,,1
2459,2:B,2:B,,1
2460,2:B,2:B,,1
2461,1:A,1:A,,1
2462,1:A,1:A,,1
2463,2:B,2:B,,1
2464,1:A,1:A,,1
2465,2:B,2:B,,1
2466,2:B,2:B,,1
2467,1:A,1:A,,1
2468,1:A,1:A,,1
2469,2:B,2:B,,1
2470,2:B,2:B,,1
2471,2:B,2:B,,1
2472,2:B,2:B,,1
2473,1:A,1:A,,1
2474,2:B,2:B,,1
2475,1:A,1:A,,1
2476,1:A,1:A,,1
2477,1:A,1:A,,1
2478,2:B,2:B,,1
2479,1:A,1:A,,1
2480,2:B,2:B,,1
2481,1:A,1:A,,1
2482,1:A,1:A,,1
2483,2:B,2:B,,1
2484,2:B,2:B,,1
2485,2:B,2:B,,1
2486,1:A,1:A,,1
2487,1:A,1:A,,1
2488,1:A,1:A,,1
2489,2:B,2:B,,1
2490,2:B,2:B,,1
2491,2:B,2:B,,1
2492,2:B,2:B,,1
2493,1:A,1:A,,1
2494,1:A,1:A,,1
2495,2:B,2:B,,1
2496,2:B,2:B,,1
2497,2:B,2:B,,1
2498,1:A,1:A,,1
2499,1:A,1:A,,1
2500,1:A,1:A,,1
2501,2:B,2:B,,1
2502,1:A,1:A,,1
2503,1:A,1:A,,1
2504,2:B,2:B,,1
2505,2:B,2:B,,1
2506,2:B,2:B,,1
2507,2:B,2:B,,1
2508,1:A,1:A,,1
2509,1:A,1:A,,1
2510,1:A,1:A,,1
2511,2:B,2:B,,1
2512,2:B,2:B,,1
2513,2:B,2:B,,1
2514,2:B,2:B,,1
2515,1:A,1:A,,1
2516,2:B,2:B,,1
2517,2:B,2:B,,1
2518,1:A,1:A,,1
2519,2:B,2:B,,1
2520,2:B,2:B,,1
2521,1:A,1:A,,1
2522,2:B,2:B,,1
2523,1:A,1:A,,1
2524,2:B,2:B,,1
2525,1:A,1:A,,1
2526,1:A,1:A,,1
2527,2:B,2:B,,1
2528,2:B,2:B,,1
2529,1:A,1:A,,1
2530,2:B,2:B,,1
2531,2:B,2:B,,1
2532,2:B,2:B,,1
2533,2:B,2:B,,1
2534,2:B,1:A,+,1
2535,2:B,2:B,,1
2536,1:A,2:B,+,1
2537,1:A,1:A,,1
2538,1:A,1:A,,1
2539,1:A,1:A,,1
2540,1:A,2:B,+,1
2541,1:A,1:A,,1
2542,1:A,1:A,,1
2543,2:B,2:B,,1
2544,2:B,2:B,,1
2545,1:A,1:A,,1
2546,1:A,1:A,,1
2547,1:A,1:A,,1
2548,2:B,2:B,,1
2549,1:A,1:A,,1
2550,1:A,1:A,,1
2551,2:B,2:B,,1
2552,2:B,2:B,,1
2553,1:A,1:A,,1
2554,1:A,1:A,,1
2555,1:A,1:A,,1
2556,2:B,2:B,,1
2557,2:B,2:B,,1
2558,2:B,2:B,,1
2559,2:B,2:B,,1
2560,1:A,1:A,,1
2561,1:A,1:A,,1
2562,1:A,1:A,,1
2563,1:A,1:A,,1
2564,2:B,2:B,,1
2565,1:A,1:A,,1
2566,2:B,2:B,,1
2567,1:A,1:A,,1
2568,2:B,2:B,,1
2569,2:B,2:B,,1
2570,1:A,1:A,,1
2571,1:A,1:A,,1
2572,2:B,2:B,,1
2573,2:B,2:B,,1
2574,1:A,1:A,,1
2575,1:A,1:A,,1
2576,1:A,1:A,,1
2577,2:B,2:B,,1
2578,1:A,1:A,,1
2579,1:A,1:A,,1
2580,1:A,1:A,,1
2581,1:A,1:A,,1
2582,1:A,1:A,,1
2583,2:B,2:B,,1
2584,1:A,1:A,,1
2585,2:B,2:B,,1
2586,1:A,1:A,,1
2587,1:A,1:A,,1
2588,1:A,1:A,,1
2589,2:B,2:B,,1
2590,1:A,1:A,,1
2591,1:A,1:A,,1
2592,2:B,2:B,,1
2593,2:B,2:B,,1
2594,2:B,2:B,,1
2595,2:B,2:B,,1
2596,2:B,2:B,,1
2597,2:B,2:B,,1
2598,2:B,2:B,,1
2599,2:B,2:B,,1
2600,1:A,1:A,,1
2601,1:A,1:A,,1
2602,1:A,1:A,,1
2603,2:B,2:B,,1
2604,2:B,2:B,,1
2605,1:A,1:A,,1
2606,2:B,2:B,,1
2607,2:B,2:B,,1
2608,2:B,2:B,,1
2609,1:A,1:A,,1
2610,1:A,1:A,,1
2611,1:A,1:A,,1
2612,2:B,2:B,,1
2613,1:A,1:A,,1
2614,1:A,1:A,,1
2615,2:B,2:B,,1
2616,1:A,1:A,,1
2617,1:A,1:A,,1
2618,1:A,1:A,,1
2619,1:A,2:B,+,1
2620,2:B,2:B,,1
2621,2:B,2:B,,1
2622,1:A,1:A,,1
2623,2:B,2:B,,1
2624,1:A,2:B,+,1
2625,1:A,1:A,,1
2626,2:B,2:B,,1
2627,1:A,1:A,,1
2628,1:A,1:A,,1
2629,2:B,2:B,,1
2630,1:A,2:B,+,1
2631,1:A,1:A,,1
2632,1:A,1:A,,1
2633,2:B,2:B,,1
2634,2:B,2:B,,1
2635,2:B,2:B,,1
2636,1:A,1:A,,1
2637,1:A,1:A,,1
2638,1:A,1:A,,1
2639,2:B,2:B,,1
2640,1:A,1:A,,1
2641,2:B,2:B,,1
2642,1:A,2:B,+,1
2643,1:A,1:A,,1
2644,1:A,1:A,,1
2645,1:A,1:A,,1
2646,2:B,2:B,,1
2647,2:B,2:B,,1
2648,1:A,2:B,+,1
2649,2:B,2:B,,1
2650,1:A,1:A,,1
2651,2:B,2:B,,1
2652,1:A,1:A,,1
2653,1:A,1:A,,1
2654,2:B,2:B,,1
2655,1:A,1:A,,1
2656,1:A,2:B,+,1
2657,2:B,2:B,,1
2658,2:B,2:B,,1
2659,2:B,2:B,,1
2660,2:B,2:B,,1
2661,1:A,1:A,,1
2662,1:A,1:A,,1
2663,1:A,1:A,,1
2664,2:B,2:B,,1
2665,2:B,2:B,,1
2666,2:B,2:B,,1
2667,1:A,1:A,,1
2668,1:A,1:A,,1
2669,1:A,1:A,,1
2670,2:B,2:B,,1
2671,1:A,1:A,,1
2672,2:B,2:B,,1
2673,1:A,1:A,,1
2674,1:A,1:A,,1
2675,1:A,1:A,,1
2676,1:A,1:A,,1
2677,1:A,1:A,,1
2678,2:B,2:B,,1
2679,1:A,1:A,,1
2680,1:A,1:A,,1
2681,2:B,1:A,+,1
2682,1:A,1:A,,1
2683,1:A,1:A,,1
2684,2:B,2:B,,1
2685,1:A,1:A,,1
2686,1:A,1:A,,1
2687,1:A,1:A,,1
2688,2:B,2:B,,1
2689,2:B,2:B,,1
2690,1:A,1:A,,1
2691,2:B,2:B,,1
2692,2:B,2:B,,1
2693,2:B,2:B,,1
2694,1:A,1:A,,1
2695,1:A,1:A,,1
2696,2:B,2:B,,1
2697,1:A,1:A,,1
2698,1:A,1:A,,1
2699,2:B,2:B,,1
2700,2:B,2:B,,1
2701,1:A,1:A,,1
2702,2:B,2:B,,1
2703,1:A,1:A,,1
2704,1:A,1:A,,1
2705,2:B,2:B,,1
2706,2:B,2:B,,1
2707,2:B,1:A,+,1
2708,1:A,1:A,,1
2709,1:A,1:A,,1
2710,2:B,2:B,,1
2711,1:A,1:A,,1
2712,1:A,1:A,,1
2713,1:A,1:A,,1
2714,2:B,2:B,,1
2715,2:B,2:B,,1
2716,1:A,1:A,,1
2717,2:B,2:B,,1
2718,1:A,1:A,,1
2719,1:A,1:A,,1
2720,1:A,1:A,,1
2721,1:A,1:A,,1
2722,2:B,2:B,,1
2723,2:B,2:B,,1
2724,1:A,1:A,,1
2725,2:B,2:B,,1
2726,1:A,1:A,,1
2727,1:A,1:A,,1
2728,2:B,2:B,,1
2729,1:A,1:A,,1
2730,1:A,1:A,,1
2731,2:B,2:B,,1
2732,2:B,2:B,,1
2733,2:B,2:B,,1
2734,1:A,1:A,,1
2735,2:B,2:B,,1
2736,2:B,2:B,,1
2737,2:B,2:B,,1
2738,2:B,2:B,,1
2739,2:B,2:B,,1
2740,1:A,1:A,,1
2741,1:A,1:A,,1
2742,2:B,2:B,,1
2743,2:B,2:B,,1
2744,1:A,1:A,,1
2745,1:A,1:A,,1
2746,1:A,1:A,,1
2747,2:B,2:B,,1
2748,1:A,1:A,,1
2749,1:A,1:A,,1
2750,1:A,1:A,,1
2751,2:B,2:B,,1
2752,2:B,2:B,,1
2753,2:B,2:B,,1
2754,1:A,1:A,,1
2755,1:A,1:A,,1
2756,2:B,2:B,,1
2757,1:A,1:A,,1
2758,1:A,1:A,,1
2759,2:B,2:B,,1
2760,2:B,2:B,,1
2761,1:A,1:A,,1
2762,1:A,1:A,,1
2763,1:A,1:A,,1
2764,1:A,1:A,,1
2765,2:B,2:B,,1
2766,1:A,1:A,,1
2767,1:A,1:A,,1
2768,1:A,1:A,,1
2769,2:B,2:B,,1
2770,1:A,1:A,,1
2771,1:A,1:A,,1
2772,1:A,1:A,,1
2773,2:B,2:B,,1
2774,1:A,1:A,,1
2775,1:A,1:A,,1
2776,1:A,1:A,,1
2777,1:A,1:A,,1
2778,1:A,1:A,,1
2779,1:A,1:A,,1
2780,2:B,2:B,,1
2781,1:A,1:A,,1
2782,1:A,1:A,,1
2783,1:A,1:A,,1
2784,1:A,1:A,,1
2785,2:B,2:B,,1
2786,1:A,1:A,,1
2787,1:A,1:A,,1
2788,2:B,2:B,,1
2789,2:B,2:B,,1
2790,2:B,2:B,,1
2791,2:B,2:B,,1
2792,2:B,2:B,,1
2793,2:B,2:B,,1
2794,1:A,1:A,,1
2795,1:A,1:A,,1
2796,2:B,2:B,,1
2797,2:B,2:B,,1
2798,2:B,2:B,,1
2799,2:B,2:B,,1
2800,2:B,2:B,,1
2801,2:B,2:B,,1
2802,1:A,1:A,,1
2803,1:A,1:A,,1
2804,1:A,1:A,,1
2805,1:A,2:B,+,1
2806,1:A,1:A,,1
2807,1:A,1:A,,1
2808,1:A,1:A,,1
2809,1:A,1:A,,1
2810,1:A,1:A,,1
2811,2:B,2:B,,1
2812,1:A,1:A,,1
2813,1:A,1:A,,1
2814,2:B,2:B,,1
2815,2:B,2:B,,1
2816,1:A,1:A,,1
2817,2:B,2:B,,1
2818,1:A,2:B,+,1
2819,2:B,2:B,,1
2820,2:B,2:B,,1
2821,1:A,1:A,,1
2822,1:A,1:A,,1
2823,1:A,1:A,,1
2824,1:A,1:A,,1
2825,1:A,1:A,,1
2826,2:B,2:B,,1
2827,2:B,2:B,,1
2828,1:A,1:A,,1
2829,1:A,1:A,,1
2830,1:A,1:A,,1
2831,2:B,2:B,,1
2832,1:A,1:A,,1
2833,1:A,1:A,,1
2834,1:A,1:A,,1
2835,1:A,1:A,,1
2836,2:B,2:B,,1
2837,1:A,1:A,,1
2838,2:B,2:B,,1
2839,1:A,1:A,,1
2840,1:A,1:A,,1
2841,2:B,2:B,,1
2842,1:A,1:A,,1
2843,2:B,2:B,,1
2844,1:A,1:A,,1
2845,2:B,2:B,,1
2846,1:A,1:A,,1
2847,1:A,1:A,,1
2848,1:A,2:B,+,1
2849,2:B,2:B,,1
2850,2:B,2:B,,1
2851,1:A,1:A,,1
2852,1:A,1:A,,1
2853,2:B,2:B,,1
2854,1:A,1:A,,1
2855,1:A,1:A,,1
2856,2:B,2:B,,1
2857,1:A,1:A,,1
2858,2:B,2:B,,1
2859,1:A,1:A,,1
2860,1:A,1:A,,1
2861,1:A,1:A,,1
2862,2:B,2:B,,1
2863,1:A,1:A,,1
2864,2:B,2:B,,1
2865,2:B,2:B,,1
2866,2:B,2:B,,1
2867,2:B,2:B,,1
2868,1:A,1:A,,1
2869,1:A,1:A,,1
2870,1:A,1:A,,1
2871,1:A,1:A,,1
2872,1:A,1:A,,1
2873,2:B,2:B,,1
2874,2:B,1:A,+,1
2875,1:A,1:A,,1
2876,2:B,2:B,,1
2877,2:B,2:B,,1
2878,1:A,1:A,,1
2879,2:B,2:B,,1
2880,2:B,2:B,,1
2881,1:A,1:A,,1
2882,2:B,2:B,,1
2883,2:B,2:B,,1
2884,1:A,1:A,,1
2885,1:A,1:A,,1
2886,2:B,2:B,,1
2887,2:B,2:B,,1
2888,1:A,1:A,,1
2889,2:B,2:B,,1
2890,2:B,2:B,,1
2891,2:B,2:B,,1
2892,2:B,2:B,,1
2893,1:A,1:A,,1
2894,2:B,2:B,,1
2895,1:A,1:A,,1
2896,1:A,1:A,,1
2897,1:A,1:A,,1
2898,2:B,2:B,,1
2899,2:B,2:B,,1
2900,1:A,1:A,,1
2901,1:A,1:A,,1
2902,1:A,1:A,,1
2903,2:B,2:B,,1
2904,2:B,2:B,,1
2905,1:A,1:A,,1
2906,1:A,1:A,,1
2907,1:A,1:A,,1
2908,1:A,1:A,,1
2909,2:B,2:B,,1
2910,2:B,2:B,,1
2911,2:B,2:B,,1
2912,2:B,2:B,,1
2913,1:A,1:A,,1
2914,2:B,2:B,,1
2915,1:A,1:A,,1
2916,1:A,1:A,,1
2917,2:B,2:B,,1
2918,2:B,1:A,+,1
2919,1:A,1:A,,1
2920,1:A,1:A,,1
2921,2:B,2:B,,1
2922,1:A,1:A,,1
2923,1:A,1:A,,1
2924,2:B,2:B,,1
2925,1:A,1:A,,1
2926,2:B,2:B,,1
2927,2:B,2:B,,1
2928,1:A,1:A,,1
2929,1:A,1:A,,1
2930,1:A,1:A,,1
2931,2:B,2:B,,1
2932,1:A,1:A,,1
2933,2:B,2:B,,1
2934,1:A,1:A,,1
2935,2:B,2:B,,1
2936,2:B,2:B,,1
2937,2:B,2:B,,1
2938,2:B,2:B,,1
2939,2:B,2:B,,1
2940,1:A,1:A,,1
2941,2:B,2:B,,1
2942,2:B,2:B,,1
2943,1:A,1:A,,1
2944,1:A,1:A,,1
2945,1:A,1:A,,1
