input1,input2,output
0.634058,0.376853,B
0.450237,-0.352483,B
0.919996,0.996282,A
0.615691,0.419299,B
0.876007,-0.618263,A
-0.889193,-0.896171,A
0.37897,-0.274241,B
0.873813,-0.721953,A
0.027606,-0.053064,A
0.182376,-0.727462,A
0.515475,0.626093,B
0.509457,-0.454776,B
-0.732237,-0.095388,B
-0.325162,0.856581,B
-0.223841,-0.916467,B
0.362211,0.343765,B
-0.299051,0.844107,A
-0.73586,-0.74988,A
0.763981,0.015842,B
0.370108,0.500348,A
-0.443989,0.897074,A
0.50817,-0.546164,B
-0.218586,-0.041828,B
0.630407,-0.982951,A
-0.192971,-0.208556,A
0.164632,0.922973,A
0.606776,-0.321351,B
-0.745813,0.001168,B
0.133432,-0.839245,B
0.232397,0.296416,B
0.402884,0.270643,B
0.264225,-0.18371,B
-0.248887,0.272102,B
-0.218156,0.8632,A
0.413085,0.767757,B
0.171704,-0.232001,A
0.695929,-0.785929,A
0.213845,-0.675202,A
-0.835242,-0.498964,B
0.718122,-0.354872,A
0.056043,-0.46089,B
-0.007681,-0.097481,B
0.837114,0.383388,A
0.849451,0.38073,B
0.061307,-0.039093,A
-0.921666,0.787229,B
-0.654752,-0.078992,B
-0.738504,-0.490291,A
-0.988928,0.379663,B
-0.817641,0.633869,A
-0.936878,0.797162,B
-0.061447,-0.268152,B
0.929224,-0.474555,A
0.889989,-0.469976,A
-0.041491,-0.533605,B
-0.832795,-0.625991,A
0.646624,-0.687521,A
-0.0729,0.109515,B
-0.925013,0.165909,A
0.649127,-0.695745,A
0.669767,0.183307,B
-0.982045,0.725503,A
-0.917692,-0.567382,A
0.984861,0.363238,A
-0.113485,0.012642,A
0.677123,-0.199316,B
0.036218,-0.918846,A
0.503477,0.195528,B
0.355647,0.212535,B
0.170736,-0.3326,B
0.567622,-0.311522,A
-0.516774,0.963008,A
-0.45207,-0.344521,B
0.880545,-0.189666,A
0.190659,-0.713875,B
-0.907192,-0.608979,A
-0.192996,-0.661689,B
-0.788403,-0.20794,A
0.120873,0.186984,B
0.275906,-0.049756,B
-0.03028,0.467316,B
0.530687,-0.219758,B
0.782461,-0.360141,B
0.81699,0.678834,A
-0.483123,0.680109,B
-0.723367,0.937364,B
0.033934,-0.58029,B
0.554614,-0.810263,A
-0.694967,0.649248,A
-0.997256,0.814481,A
-0.882649,0.133102,A
-0.588197,-0.164568,A
0.9531,0.104727,A
0.534955,-0.079879,B
0.695846,-0.514307,A
-0.617979,-0.160713,B
0.114649,-0.546451,A
0.993766,-0.857044,A
0.776097,-0.566676,A
0.614367,0.201442,B
0.56309,0.905024,A
-0.005805,0.592389,B
-0.42233,-0.561121,A
0.427133,-0.536708,B
0.514356,0.041144,B
0.273536,0.289997,B
-0.470419,-0.752143,A
0.224728,0.598768,B
-0.524681,-0.919116,A
-0.552304,0.9175,A
0.624836,-0.769527,A
-0.08774,0.64384,B
-0.629906,0.746541,A
-0.287664,0.726689,B
-0.229051,-0.257693,A
-0.431554,-0.198763,B
0.416267,0.57784,B
0.376592,-0.783161,A
0.271099,0.591817,B
-0.061059,0.730092,A
0.180357,0.788244,A
-0.245025,-0.708713,A
-0.972047,-0.509235,B
0.509578,0.847576,A
-0.077732,-0.472293,B
-0.90223,-0.114161,B
0.76407,-0.0288,B
0.040892,-0.604258,A
-0.41695,-0.408488,B
0.818442,0.306245,B
-0.425097,-0.056509,B
0.10522,-0.599163,B
0.041762,0.644434,B
-0.515869,-0.905497,A
0.937843,0.480353,A
-0.403262,0.580721,A
-0.579583,-0.35784,B
0.72591,-0.207045,A
0.483735,-0.321908,B
0.414903,0.635675,A
0.506329,0.741663,A
0.91566,0.861217,A
0.331836,0.3157,B
0.537154,-0.016179,B
-0.592861,-0.968195,A
-0.841195,-0.723911,A
0.784767,-0.007157,A
0.079511,-0.404626,B
-0.804462,0.903317,A
0.35378,-0.794963,A
0.910279,-0.513593,A
0.988341,-0.66654,A
-0.320579,0.634011,B
0.948076,-0.80859,A
0.021074,0.089474,A
-0.020298,0.10118,A
0.131683,-0.618624,B
0.916124,0.257171,A
-0.611993,0.567162,B
-0.779185,-0.213657,B
-0.188709,-0.531516,A
0.895652,0.951406,A
0.477104,-0.215223,B
-0.890944,-0.186286,B
-0.230964,0.340353,B
0.490239,-0.324961,B
0.970973,-0.956602,A
0.06213,-0.094056,A
-0.579948,0.668624,B
-0.607548,-0.879867,A
0.426308,-0.781779,A
-0.618892,-0.337428,A
0.916042,-0.051991,A
-0.346305,-0.50138,B
-0.176193,-0.451779,B
-0.832525,-0.939992,A
-0.421215,-0.391135,B
-0.693891,0.919124,A
-0.208198,-0.63615,B
-0.754362,-0.830378,A
0.378654,0.771454,A
-0.357076,0.450701,B
0.316635,-0.976012,A
-0.52933,-0.969987,B
-0.138264,-0.56951,A
-0.57913,-0.336162,B
0.250903,0.972508,A
-0.102164,0.108087,A
-0.219552,-0.056093,B
0.418276,0.856916,B
0.451841,-0.805067,B
0.44622,-0.573132,B
0.007207,0.607892,B
0.064541,0.596633,A
0.203457,0.391937,B
0.509472,0.169731,B
0.502844,0.616671,B
-0.245281,-0.494614,B
-0.501465,-0.494521,B
0.138263,-0.921547,A
0.156815,0.36123,B
-0.572173,0.232342,B
-0.565027,0.424541,A
0.343306,-0.239695,B
0.464556,0.441762,B
0.568494,0.32796,A
0.603117,-0.917136,A
-0.153823,-0.803422,A
0.382993,0.865446,A
0.866371,-0.958271,A
-0.818974,-0.996007,A
0.088562,-0.210837,A
0.968359,0.940012,A
0.855498,-0.144448,A
-0.656716,0.641281,A
-0.837223,0.927408,A
-0.979129,-0.721348,A
-0.493095,-0.85349,A
-0.074036,-0.970129,B
0.153841,0.918898,A
-0.795049,-0.836534,A
0.813114,0.15492,A
0.294127,-0.614281,B
0.816705,0.686961,A
-0.202354,-0.802618,B
0.33942,-0.582349,B
0.952395,-0.112228,A
0.494028,0.015356,B
0.265538,0.438397,B
-0.189312,0.16846,A
0.670834,-0.165581,B
0.655526,-0.03384,B
-0.013806,0.915707,A
0.947658,-0.339031,A
0.709981,0.470697,A
0.078252,0.801449,A
0.08676,0.865045,B
0.654395,0.328423,A
-0.301545,-0.698738,B
0.22255,0.609396,A
0.564802,0.292836,B
-0.237808,-0.396159,B
0.812699,-0.850863,A
0.676895,-0.912148,A
-0.836079,0.982372,A
-0.235037,0.360984,B
-0.786397,0.404887,A
0.155627,-0.563089,B
-0.188331,0.265075,B
0.721685,0.052943,B
-0.310747,0.69632,A
0.822312,0.173212,A
0.166704,0.925144,A
0.42005,-0.525904,A
0.625244,-0.453923,A
0.621115,-0.752821,A
0.35769,0.146806,B
-0.908604,0.178593,A
0.501675,-0.29301,A
0.902603,-0.209958,A
0.964315,0.019705,A
-0.630958,-0.182121,A
0.380325,-0.135517,B
-0.966887,0.653711,A
-0.926782,0.86201,A
-0.207413,0.164534,B
-0.77704,0.247976,B
-0.551571,-0.945522,A
-0.907281,-0.560652,A
0.909066,0.467165,A
0.78372,-0.986106,A
-0.458103,-0.132892,B
-0.543776,0.86506,A
0.693754,-0.864166,A
-0.077025,0.03715,A
-0.896936,-0.661954,A
0.45324,0.773756,A
-0.502789,0.445616,B
0.370747,0.758649,B
0.290486,-0.486747,B
0.016086,-0.756505,B
0.497261,-0.199194,B
0.560266,0.480878,A
0.589115,-0.653803,B
-0.222188,0.967922,A
0.764203,-0.169656,B
0.613051,0.256003,B
-0.099109,0.280521,A
0.784569,0.169052,A
-0.695268,0.383395,B
-0.115092,-0.094897,B
-0.632095,0.632677,A
0.120003,0.792933,A
0.220576,0.780001,B
0.051634,0.261116,B
0.50096,0.459658,B
-0.756463,0.770281,A
-0.588577,0.770486,A
-0.746809,-0.693663,B
0.769201,0.181154,A
0.272892,0.819413,A
0.472728,-0.552727,B
-0.697398,0.633991,A
0.655863,-0.133289,B
-0.58553,-0.221307,B
-0.113381,-0.949029,A
0.885483,-0.093392,B
-0.216275,-0.883233,A
-0.554947,-0.214565,B
0.916214,0.33305,A
-0.598456,0.819608,A
0.695819,0.706478,A
0.825139,0.866957,A
0.300577,-0.891125,B
0.917345,-0.078816,A
0.859352,-0.532238,A
0.538336,-0.297707,B
0.52772,-0.415621,B
0.929545,0.559493,A
-0.837219,0.857171,A
0.83826,-0.717088,A
0.996545,-0.821156,A
0.151908,-0.023444,A
0.687603,-0.797957,A
0.889186,-0.334265,A
0.080663,-0.744877,B
-0.02692,0.558773,B
0.865345,-0.665009,A
0.538246,-0.003592,B
-0.405392,-0.078488,A
-0.333907,0.242204,B
-0.151993,0.973836,B
0.108294,0.41761,B
-0.977546,0.436424,A
0.137269,-0.67654,B
0.937313,-0.048808,A
0.142392,-0.5697,B
0.799726,0.099131,A
-0.347477,0.160403,B
0.45429,-0.37585,A
0.201346,0.882804,B
-0.385468,0.642222,B
0.905217,-0.562721,A
-0.574403,0.535404,A
-0.846974,-0.305958,A
-0.258873,0.909589,A
0.777799,0.735256,B
0.148368,0.798773,B
0.970404,0.254576,A
0.32749,-0.693539,B
-0.502883,0.771553,A
0.358466,0.941466,A
0.840809,0.350614,A
0.494845,0.271126,B
-0.31336,0.371072,B
0.588189,0.237605,A
-0.378494,-0.334782,B
-0.622675,0.347121,B
-0.040112,0.658254,A
0.507213,0.919517,A
-0.248852,0.454595,B
0.444493,-0.438398,B
0.997833,-0.071167,A
0.6134,0.304075,A
-0.19563,-0.561217,B
-0.626963,0.180867,B
0.382903,0.104042,B
-0.221593,0.819862,B
0.24273,0.518739,B
0.365013,0.09728,B
-0.915435,-0.583446,A
-0.049291,-0.548265,B
-0.932305,-0.356644,A
0.475194,0.484842,B
0.681197,0.135546,B
0.584783,-0.876337,A
0.841703,0.612784,A
-0.595492,0.271563,B
0.632171,0.125913,B
-0.567333,0.478741,B
0.822396,-0.799905,A
-0.364132,0.768385,A
0.756952,0.15539,A
0.763028,-0.898616,A
0.118175,-0.974495,A
0.958455,0.893368,A
-0.944891,0.539181,A
-0.362336,-0.25867,B
0.084102,-0.603428,A
-0.527176,0.733271,A
0.656954,0.061677,A
-0.45601,-0.656921,A
-0.883677,0.630722,A
0.946908,-0.856153,A
0.383839,-0.18423,B
-0.820156,0.036563,B
0.372468,-0.979955,A
-0.316425,-0.255489,B
0.469374,-0.116392,B
0.480179,0.430923,A
-0.528332,0.708497,B
0.452952,-0.961223,A
-0.606771,0.145031,A
-0.682134,-0.319455,B
-0.148096,0.502894,B
0.566158,-0.690359,B
0.017742,0.16083,A
-0.673193,-0.81805,A
0.028818,-0.956513,A
-0.789077,0.290016,A
0.817298,0.407844,A
0.132454,0.856847,A
0.484418,-0.264071,B
-0.754608,0.679791,A
0.169297,0.345933,B
-0.690477,-0.80112,A
-0.451784,0.841201,A
-0.692734,0.480545,A
0.040129,-0.713192,B
-0.887108,0.516658,A
-0.047763,0.790893,B
-0.960101,0.737229,B
-0.672606,-0.24686,A
-0.005281,0.345823,A
0.147641,-0.606147,B
0.54619,0.064274,B
0.383314,-0.741104,A
0.477492,-0.188223,B
0.703666,-0.056876,B
0.661614,-0.626313,A
-0.185731,0.2427,B
-0.954281,-0.61322,A
0.19774,-0.51216,B
0.698283,-0.823468,A
0.502102,-0.42297,A
-0.7756,0.480484,A
0.970461,0.693098,A
0.842593,0.669698,A
-0.394734,-0.19027,B
-0.771011,0.189669,B
0.876836,-0.408951,A
-0.682927,-0.308679,A
-0.007764,-0.292567,B
-0.087798,-0.56372,B
0.270735,-0.634814,B
-0.243616,0.095954,B
-0.012684,0.474453,B
-0.917526,0.502888,A
-0.619082,-0.904568,A
0.711105,0.701532,A
0.665752,-0.689462,A
-0.281698,-0.989905,A
-0.77149,0.353846,B
0.44587,0.139618,B
-0.759276,0.321512,A
0.199185,-0.127043,A
0.339506,-0.941765,A
0.891374,-0.408166,B
0.984992,-0.935597,A
-0.136697,-0.694502,B
-0.717878,-0.377036,A
-0.831939,-0.875833,A
-0.276826,-0.88542,A
-0.106173,-0.494771,B
-0.723614,0.789621,A
0.67683,-0.272843,A
-0.703858,-0.371899,A
0.038639,0.21591,B
-0.560728,0.803739,A
0.800905,-0.824616,A
-0.674323,-0.592741,A
0.326775,-0.347305,B
0.841477,0.926,A
0.878551,0.808891,A
0.384005,-0.690481,B
-0.607288,0.768857,A
0.615445,0.3061,B
0.519931,0.967399,A
-0.064065,0.471813,B
0.65576,0.117915,B
-0.369819,0.175322,B
0.635212,0.268969,B
0.340189,-0.566967,A
-0.188018,-0.303042,A
0.886201,0.704876,A
-0.539859,-0.641956,A
-0.644627,-0.642891,A
-0.705548,-0.298656,A
0.390214,0.970683,A
0.058232,0.756429,A
-0.712099,0.059511,A
0.904179,-0.739205,A
0.865441,0.227277,A
0.822249,0.166778,A
-0.083758,-0.570934,B
-0.350729,-0.904722,A
-0.52961,0.377925,B
-0.00313,0.886014,B
0.166576,-0.921239,A
0.999469,0.408981,A
0.00937,0.184412,A
0.124274,0.720116,B
-0.001961,0.420694,B
0.666804,0.977843,B
-0.690701,0.700647,A
-0.030851,0.092278,A
0.695974,0.57822,A
0.361537,-0.814796,B
0.018024,0.343266,B
0.217827,-0.060953,A
-0.667341,0.104005,B
-0.418019,-0.55029,B
0.401058,-0.461096,A
0.07111,-0.006475,B
0.998189,-0.18751,A
-0.534736,0.567613,B
0.971252,0.611536,A
0.424481,0.802159,B
-0.053228,-0.695399,B
-0.878752,0.633103,A
0.535831,0.319118,B
-0.930999,0.712961,A
0.157697,-0.975493,A
0.522749,0.9035,A
0.602238,-0.898352,A
0.944852,0.904986,A
0.739282,-0.10165,B
0.450772,0.54569,B
0.863618,-0.727196,A
-0.086246,0.356344,B
0.816502,0.487556,A
0.310149,-0.366954,B
-0.811635,-0.522888,A
-0.071248,-0.040414,A
0.576385,0.787034,A
0.994357,0.989766,A
-0.65657,0.114607,A
0.450048,-0.073792,B
0.524419,0.4221,A
0.345837,-0.787813,B
0.123215,-0.065451,A
-0.077042,0.721755,A
0.533419,0.875383,A
0.555978,0.070444,B
-0.854438,0.538338,A
0.665754,-0.220619,B
-0.38331,0.197325,B
-0.412624,0.845107,A
0.385934,-0.0271,B
-0.902491,-0.171968,A
0.66807,-0.119148,B
-0.044005,0.825493,B
0.68627,-0.464492,B
0.458796,0.865196,A
0.51527,-0.073224,B
-0.695031,-0.268793,A
-0.343923,0.868506,A
0.681658,0.425654,B
0.145505,-0.824977,B
-0.804692,-0.710027,A
0.217913,0.634832,A
0.690496,0.031755,B
-0.276431,0.371524,B
-0.814153,-0.198172,A
-0.9703,0.008381,A
-0.817837,-0.618195,A
0.175521,0.200333,B
-0.844936,0.465172,A
0.735413,-0.283723,A
-0.5912,0.456015,A
0.770521,-0.99493,A
-0.250334,0.060069,B
0.536938,-0.390714,B
-0.096377,0.480193,B
-0.269286,-0.773565,A
0.494326,0.853468,A
0.85903,-0.669762,A
0.674614,-0.409516,A
0.376629,-0.660867,A
0.502486,0.215069,B
0.645991,0.628635,A
0.263986,-0.23365,B
0.509113,0.649996,A
0.724446,0.183466,B
-0.378893,-0.795839,A
-0.896752,0.074454,A
-0.123583,-0.694273,A
0.11455,-0.213797,A
0.644324,-0.56144,A
0.336156,-0.283399,B
0.83919,0.505639,A
0.278866,0.307267,B
-0.77665,-0.76607,A
0.163296,0.134278,A
0.913171,0.387618,A
-0.218797,-0.738496,B
0.378184,-0.849803,B
-0.23092,0.023184,B
-0.169936,0.972137,A
0.796034,0.38458,B
0.107181,-0.647603,B
0.332921,0.84935,A
0.677433,-0.225468,B
0.17678,0.2908,B
0.412028,-0.034326,B
0.80464,0.178526,A
0.327023,0.603599,A
0.067288,-0.999346,A
0.659597,-0.536533,B
0.747923,-0.277011,B
-0.392878,0.174145,B
-0.313796,-0.922977,A
-0.061554,0.151778,B
-0.58336,0.094237,B
0.621164,0.584754,A
-0.542308,-0.481362,A
-0.504597,0.292501,B
-0.545225,0.064219,B
0.73703,-0.791669,A
-0.794832,-0.651045,A
0.71308,-0.467054,A
0.853933,0.708695,A
0.878596,0.639518,A
0.671401,-0.46355,B
-0.273991,0.575183,B
-0.943954,0.180037,A
0.250482,0.316819,B
-0.203177,0.723419,B
-0.689801,0.646618,A
-0.334587,0.57608,B
-0.065223,-0.251767,B
0.079653,0.577491,B
-0.589651,-0.283261,B
-0.456612,-0.268102,B
-0.440057,0.039471,B
0.665503,0.253298,B
-0.390746,0.595846,B
-0.308463,-0.65069,B
0.908273,0.73107,A
-0.517506,-0.714676,A
0.476252,-0.350942,B
0.139365,0.128787,A
0.848705,0.662271,A
0.966344,-0.670299,A
-0.288864,0.625124,B
-0.421244,0.109915,B
-0.409086,0.569353,A
0.018968,0.301797,B
0.090694,0.467204,B
-0.208468,-0.857181,A
-0.275274,0.845322,B
-0.729295,0.590469,A
0.684257,-0.549007,A
0.308536,0.376031,B
0.300996,0.636344,B
0.383706,-0.59328,B
0.373506,0.713538,A
-0.902445,-0.699935,A
-0.936961,-0.293708,A
0.46343,-0.69723,B
-0.773109,0.681614,A
-0.480618,0.394448,B
-0.111097,-0.127581,A
0.222596,0.468126,B
0.277953,0.367819,B
-0.43345,0.892291,A
-0.396812,0.569746,B
-0.13547,0.550247,B
0.404553,-0.733635,A
-0.596188,0.596688,A
-0.172849,0.955184,A
0.755114,-0.816384,A
-0.172146,-0.059182,B
-0.007519,0.543458,A
0.605148,0.477654,B
-0.842711,0.75093,A
-0.568185,0.344541,B
-0.228509,0.291202,B
-0.551333,-0.58455,A
0.547263,-0.818293,A
0.55455,-0.086664,B
-0.260464,-0.721438,A
-0.613331,-0.650417,B
-0.529026,-0.754552,A
0.222241,-0.22476,A
0.479285,0.333563,B
0.800404,-0.200121,B
-0.204246,0.671055,A
-0.590851,-0.881418,A
-0.818481,-0.138422,B
0.930072,-0.624737,A
-0.728952,-0.931883,A
0.58866,-0.954513,A
-0.899047,0.619253,A
0.48181,-0.195434,B
-0.056039,-0.993639,A
0.746551,-0.744002,A
-0.833129,0.996672,A
-0.183354,-0.086273,B
-0.516306,-0.55393,B
0.817203,-0.401158,B
-0.636663,0.46099,A
-0.321824,-0.353378,B
0.081351,0.943065,A
-0.83904,-0.384227,A
0.480295,-0.638064,B
-0.325572,-0.318303,B
-0.67663,-0.396934,B
0.801527,0.816867,A
-0.056314,-0.687251,B
-0.528874,0.733861,A
-0.925599,0.286879,A
-0.542745,0.698944,A
0.635077,-0.178379,B
-0.685602,0.391941,B
-0.5917,0.585569,B
-0.194175,0.63275,A
0.946917,0.730552,A
-0.038097,-0.821853,B
-0.784762,-0.019853,B
0.245082,-0.491207,B
0.05466,0.409263,B
-0.513209,-0.318209,B
0.408623,-0.901085,A
0.171723,-0.767667,A
0.816185,-0.169051,A
0.04661,0.087727,A
-0.954146,-0.770199,A
-0.780631,-0.516982,A
0.602076,-0.71215,A
0.05127,-0.575903,B
0.345368,0.807942,A
0.945592,0.788805,B
0.531923,0.299725,B
0.296635,-0.787566,B
0.55346,0.028599,B
-0.393431,-0.870131,A
-0.202997,-0.036036,B
0.779439,-0.153345,B
0.992472,0.298837,A
0.847215,0.344652,A
-0.380313,0.306584,B
0.279179,0.640787,A
0.651386,0.900816,A
0.260351,-0.09353,A
-0.1817,-0.59465,B
0.780339,-0.91442,A
0.315704,-0.872216,B
-0.853876,0.494214,A
-0.232001,-0.545139,B
0.545419,-0.979434,A
0.540077,0.043231,A
0.353463,-0.83013,A
-0.40163,-0.458479,A
-0.800672,0.717767,A
0.793205,0.621888,A
0.006782,-0.483025,B
0.792587,-0.070159,A
-0.944814,-0.16258,A
0.072112,-0.70902,B
-0.463514,-0.240182,B
0.232492,0.059112,B
0.672623,-0.366314,A
0.502165,-0.201083,B
-0.012306,0.19472,A
-0.994909,0.440899,A
-0.975067,0.194403,A
-0.765267,0.992711,A
0.418928,-0.304596,B
-0.678459,-0.752777,A
0.370957,0.371492,B
0.63782,0.558503,A
0.545319,-0.980218,A
-0.043228,0.44829,B
0.15459,0.83174,A
0.560013,-0.979647,A
0.127975,0.313535,A
-0.587279,-0.858187,A
-0.554455,0.7035,A
-0.064191,0.802785,B
0.566891,-0.394013,A
0.611452,-0.430251,B
0.245683,0.624553,A
-0.415453,-0.843737,A
-0.003234,-0.190342,A
-0.340157,0.716369,B
0.162889,-0.286719,A
-0.559916,0.357891,B
0.59067,-0.487338,A
0.943804,0.044656,A
0.506505,0.01175,B
-0.497955,0.751112,A
-0.636614,-0.858118,A
0.244275,-0.110897,A
-0.237381,0.227158,B
0.263319,-0.708032,A
-0.562492,0.576906,A
0.187262,0.249628,A
-0.711117,0.382355,A
-0.37225,0.721149,A
-0.801058,-0.727365,A
0.540181,-0.334404,B
-0.47039,-0.249874,B
0.263167,-0.112344,A
-0.957652,-0.486529,A
-0.649826,-0.60902,A
-0.919331,-0.165545,B
0.306619,0.843218,A
0.271447,-0.069482,B
0.657797,0.779186,A
0.980099,-0.051337,A
0.57149,-0.682445,B
0.463681,-0.159032,B
-0.325926,0.815062,A
-0.32239,-0.065538,B
-0.939384,-0.61279,A
-0.335788,-0.310352,B
-0.032451,0.614661,B
-0.131001,0.288636,A
0.273707,-0.566905,B
0.079207,0.050115,A
0.223521,-0.745892,B
-0.273528,0.247684,B
0.745423,0.312575,A
0.112993,-0.368042,B
-0.580219,-0.83109,A
-0.219121,-0.19817,B
0.366256,0.762316,A
0.308515,0.807474,B
-0.165778,-0.159612,A
-0.663406,-0.649589,A
0.03356,0.114937,A
0.990004,0.427533,A
-0.289716,-0.524341,B
0.919381,-0.098455,A
-0.174387,0.104872,A
-0.474951,-0.429341,B
0.981021,-0.125775,A
0.790907,-0.156449,A
0.879805,-0.318142,A
0.450085,-0.213757,B
-0.766285,-0.267771,B
0.124205,0.864957,A
-0.618085,-0.376292,B
-0.392676,-0.658284,B
0.655639,-0.854105,A
0.603295,-0.675313,A
-0.157327,0.339191,B
0.064892,0.191358,B
-0.396591,0.60606,A
-0.456865,0.633135,B
0.754426,0.587728,A
0.952726,-0.520636,A
-0.722552,-0.992459,B
0.025551,-0.49475,B
-0.48592,-0.821014,A
0.228642,0.102585,A
0.355559,-0.73971,A
0.210523,-0.826563,B
0.108579,0.952193,A
-0.603031,0.871962,A
-0.256591,-0.646274,A
0.139459,-0.048024,A
0.294904,-0.898644,B
-0.239718,-0.983772,A
-0.198734,-0.736429,A
0.093714,0.400435,B
-0.905771,0.022896,A
0.164882,0.631456,B
0.860197,0.803659,A
-0.174208,0.044667,A
0.467113,0.456504,B
0.698683,-0.869652,A
0.331048,0.385033,B
-0.558755,-0.708803,B
-0.533164,0.51471,B
0.158322,0.001989,B
-0.094279,-0.714767,A
-0.890097,0.463006,A
-0.702895,0.953464,A
-0.734287,-0.49558,B
0.208187,0.703768,B
0.207867,-0.615772,B
-0.909887,-0.446288,A
0.134384,-0.109562,A
0.757692,0.681606,A
-0.943229,0.229131,A
0.337045,0.862238,B
-0.257184,-0.059037,A
0.766404,-0.850794,A
-0.543722,-0.233274,A
-0.451884,0.316326,B
0.501275,0.51813,B
-0.723455,-0.993055,A
0.673338,-0.198592,B
0.475648,-0.471355,B
0.616452,0.083077,B
-0.207591,-0.280776,B
-0.740287,-0.199834,B
0.472681,0.920273,A
0.165392,-0.518296,B
0.644562,-0.188267,A
-0.522382,0.723936,A
0.466106,-0.617691,B
-0.037877,0.726293,B
0.225447,0.348206,B
-0.582902,0.223831,B
0.457068,-0.679483,B
0.111877,-0.50313,B
0.545569,-0.492269,B
-0.341499,-0.345879,B
0.365113,-0.323754,B
-0.492441,0.528972,B
-0.090514,-0.766108,A
0.980607,-0.591595,A
0.314501,0.00037,A
0.186922,0.70235,A
0.269071,0.779127,B
-0.746529,0.103593,B
0.184416,-0.090799,A
-0.347267,0.469567,B
0.698234,0.564262,B
-0.550408,0.056158,B
-0.514313,-0.007439,B
-0.777173,-0.792041,A
-0.110987,0.252084,B
-0.50846,0.453046,A
-0.084957,0.403101,A
0.268262,-0.852506,A
-0.113045,-0.139593,B
-0.821483,0.607987,A
-0.006842,0.234363,A
-0.041883,0.924219,A
-0.897696,-0.755224,A
0.519308,-0.411691,A
-0.364955,0.719078,B
0.581879,0.837259,A
-0.264032,0.571682,A
-0.174857,0.266275,A
0.501866,0.755423,A
-0.245639,0.286112,B
0.277095,-0.845278,B
0.445558,0.603713,A
0.96289,0.936718,A
-0.360286,-0.65812,B
-0.11902,-0.548621,B
-0.973735,0.756552,A
-0.548119,0.091262,B
0.706734,-0.933214,A
-0.836483,0.114612,A
0.327186,-0.674787,A
-0.030558,0.716091,B
0.864606,-0.207874,A
-0.027835,-0.916877,A
0.170046,0.607347,B
0.020106,-0.832214,A
-0.735877,-0.423828,B
-0.698038,-0.53059,B
0.968716,0.631167,A
0.702896,0.583962,A
0.832874,0.046135,A
-0.438819,-0.672196,A
0.769759,0.298206,A
-0.149364,0.799416,B
-0.06312,-0.774386,A
-0.210625,-0.288186,B
-0.839025,0.127032,A
-0.343897,0.907848,A
0.387831,0.933655,A
-0.570781,0.207575,B
-0.029148,-0.293298,A
0.356109,-0.665025,B
0.720887,-0.59234,A
0.851589,-0.269401,A
-0.084794,0.038449,B
0.710465,-0.36601,B
-0.608996,0.253722,B
0.173439,-0.198162,B
-0.365212,-0.557487,A
-0.478713,0.86611,A
-0.826995,0.961027,A
-0.276353,-0.348987,B
0.407932,-0.289935,B
0.3137,0.571339,B
0.90103,-0.100903,A
-0.351999,0.706063,A
0.234707,0.321245,B
0.905942,0.690533,A
-0.375729,-0.441311,B
-0.545392,-0.153525,B
-0.453515,0.140292,B
-0.91482,0.825298,A
0.292538,0.111749,A
0.193924,-0.93658,A
0.542001,-0.398765,B
-0.917872,0.90096,A
-0.452935,-0.862332,A
-0.872427,-0.756022,A
0.974628,-0.379212,A
-0.178746,-0.233681,B
-0.938139,0.935738,A
-0.769054,0.234988,A
-0.057971,0.989561,A
0.939041,0.972681,B
0.295745,-0.553593,B
0.821526,-0.074736,A
-0.167055,-0.354014,B
-0.536467,-0.360044,A
0.833762,0.111747,B
-0.728015,-0.822035,A
0.866279,-0.661104,A
-0.289659,0.382476,B
-0.343629,0.954311,A
0.746016,-0.856913,A
0.643321,-0.694182,A
0.796291,-0.340912,B
0.074441,0.438219,B
-0.263779,-0.995721,A
0.815928,0.531044,A
-0.237615,-0.346972,B
0.818897,0.73407,A
-0.825942,0.444261,A
0.042492,0.225025,B
0.171377,-0.0844,B
0.945435,0.646849,A
-0.672419,-0.873661,A
0.00997,-0.922445,A
-0.061702,0.914779,A
0.190744,-0.519392,B
-0.584091,-0.757961,A
-0.645995,0.550062,A
0.881521,0.757465,A
0.141238,0.553474,B
0.723881,-0.179561,A
0.512463,0.15483,B
0.633372,0.88426,A
0.922872,0.426096,A
-0.411789,-0.967103,A
0.147361,-0.923419,A
-0.59958,-0.877838,A
-0.714079,-0.616011,A
-0.547384,0.575014,A
0.268087,0.424336,B
0.66779,-0.484302,A
0.299305,0.84766,A
-0.388981,-0.661009,B
-0.422294,-0.139169,B
0.081149,0.861222,B
-0.418432,0.980423,A
-0.963668,-0.050797,A
-0.381008,0.808316,A
-0.215419,0.582343,A
-0.249989,0.335703,B
0.625504,0.425567,B
-0.156586,0.700624,B
-0.909419,0.827827,A
0.729308,-0.455643,A
0.897215,-0.1306,A
-0.401227,-0.756395,A
0.560788,0.082644,B
0.04319,-0.743767,B
0.527166,-0.203859,B
0.416742,-0.442108,B
0.088627,-0.678676,B
-0.099393,0.97229,A
-0.929132,-0.372748,A
-0.957249,-0.050999,A
0.4637,0.010743,B
0.049869,-0.288019,B
-0.440748,-0.236058,B
0.19434,-0.182355,A
-0.782936,-0.263304,B
-0.325092,0.112575,B
0.54231,-0.287917,B
0.542539,0.136343,B
0.548324,0.419973,B
0.530423,0.856961,A
-0.194008,0.735328,B
0.700822,-0.10212,B
